codgeo,libgeo,ze2020,libze2020,ze_partie_reg,dep,reg
51068,Blesme,4427,Vitry-le-François Saint-Dizier,,51,44
51069,Bligny,4413,Reims,,51,44
51070,Boissy-le-Repos,4415,Romilly-sur-Seine,,51,44
51071,Bouchy-Saint-Genest,4415,Romilly-sur-Seine,,51,44
51072,Bouilly,4413,Reims,,51,44
51073,Bouleuse,4413,Reims,,51,44
51074,Boult-sur-Suippe,4413,Reims,,51,44
51075,Bourgogne-Fresne,4413,Reims,,51,44
51076,Boursault,4406,Épernay,,51,44
51077,Bouvancourt,4413,Reims,,51,44
51078,Bouy,4402,Châlons-en-Champagne,,51,44
51079,Bouzy,4406,Épernay,,51,44
51080,Brandonvillers,4427,Vitry-le-François Saint-Dizier,,51,44
51081,Branscourt,4413,Reims,,51,44
51082,Braux-Sainte-Cohière,4402,Châlons-en-Champagne,,51,44
51083,Braux-Saint-Remy,4402,Châlons-en-Champagne,,51,44
51084,Bréban,4427,Vitry-le-François Saint-Dizier,,51,44
51085,Le Breuil,4406,Épernay,,51,44
51086,Breuil-sur-Vesle,4413,Reims,,51,44
51087,Breuvery-sur-Coole,4402,Châlons-en-Champagne,,51,44
51088,Brimont,4413,Reims,,51,44
51089,Brouillet,4413,Reims,,51,44
51090,Broussy-le-Grand,4415,Romilly-sur-Seine,,51,44
51091,Broussy-le-Petit,4415,Romilly-sur-Seine,,51,44
51092,Broyes,4415,Romilly-sur-Seine,,51,44
51093,Brugny-Vaudancourt,4406,Épernay,,51,44
51094,Brusson,4427,Vitry-le-François Saint-Dizier,,51,44
51095,Le Buisson,4427,Vitry-le-François Saint-Dizier,,51,44
51097,Bussy-le-Château,4402,Châlons-en-Champagne,,51,44
51098,Bussy-le-Repos,4402,Châlons-en-Champagne,,51,44
51099,Bussy-Lettrée,4402,Châlons-en-Champagne,,51,44
51100,La Caure,4406,Épernay,,51,44
51101,Caurel,4413,Reims,,51,44
51102,Cauroy-lès-Hermonville,4413,Reims,,51,44
51103,La Celle-sous-Chantemerle,4415,Romilly-sur-Seine,,51,44
51104,Cernay-en-Dormois,4402,Châlons-en-Champagne,,51,44
51105,Cernay-lès-Reims,4413,Reims,,51,44
51106,Cernon,4402,Châlons-en-Champagne,,51,44
51107,Chaintrix-Bierges,4406,Épernay,,51,44
51108,Châlons-en-Champagne,4402,Châlons-en-Champagne,,51,44
51109,Châlons-sur-Vesle,4413,Reims,,51,44
51110,Chaltrait,4406,Épernay,,51,44
51111,Chambrecy,4413,Reims,,51,44
51112,Chamery,4413,Reims,,51,44
51113,Champaubert,4415,Romilly-sur-Seine,,51,44
51115,Champfleury,4413,Reims,,51,44
51116,Champguyon,4415,Romilly-sur-Seine,,51,44
51117,Champigneul-Champagne,4402,Châlons-en-Champagne,,51,44
51118,Champigny,4413,Reims,,51,44
51119,Champillon,4406,Épernay,,51,44
51120,Champlat-et-Boujacourt,4406,Épernay,,51,44
51121,Champvoisy,4406,Épernay,,51,44
51122,Changy,4427,Vitry-le-François Saint-Dizier,,51,44
51124,Chantemerle,4415,Romilly-sur-Seine,,51,44
51125,Chapelaine,4427,Vitry-le-François Saint-Dizier,,51,44
51126,La Chapelle-Felcourt,4402,Châlons-en-Champagne,,51,44
51127,La Chapelle-Lasson,4415,Romilly-sur-Seine,,51,44
51128,La Chapelle-sous-Orbais,4406,Épernay,,51,44
51129,Charleville,4415,Romilly-sur-Seine,,51,44
51130,Charmont,4427,Vitry-le-François Saint-Dizier,,51,44
51132,Les Charmontois,4402,Châlons-en-Champagne,,51,44
51133,Le Châtelier,4402,Châlons-en-Champagne,,51,44
51134,Châtelraould-Saint-Louvent,4427,Vitry-le-François Saint-Dizier,,51,44
51135,Châtillon-sur-Broué,4427,Vitry-le-François Saint-Dizier,,51,44
51136,Châtillon-sur-Marne,4406,Épernay,,51,44
51137,Châtillon-sur-Morin,4415,Romilly-sur-Seine,,51,44
51138,Châtrices,4402,Châlons-en-Champagne,,51,44
51139,Chaudefontaine,4402,Châlons-en-Champagne,,51,44
51140,Chaumuzy,4413,Reims,,51,44
51141,La Chaussée-sur-Marne,4402,Châlons-en-Champagne,,51,44
51142,Chavot-Courcourt,4406,Épernay,,51,44
51143,Le Chemin,4402,Châlons-en-Champagne,,51,44
51144,Cheminon,4427,Vitry-le-François Saint-Dizier,,51,44
51145,Chenay,4413,Reims,,51,44
51146,Cheniers,4402,Châlons-en-Champagne,,51,44
51147,La Cheppe,4402,Châlons-en-Champagne,,51,44
51148,Cheppes-la-Prairie,4402,Châlons-en-Champagne,,51,44
51149,Chepy,4402,Châlons-en-Champagne,,51,44
51150,Cherville,4406,Épernay,,51,44
51151,Chichey,4415,Romilly-sur-Seine,,51,44
51152,Chigny-les-Roses,4413,Reims,,51,44
51153,Chouilly,4406,Épernay,,51,44
51154,Clamanges,4406,Épernay,,51,44
51155,Clesles,4415,Romilly-sur-Seine,,51,44
51156,Cloyes-sur-Marne,4427,Vitry-le-François Saint-Dizier,,51,44
51157,Coizard-Joches,4415,Romilly-sur-Seine,,51,44
51158,Val-des-Marais,4406,Épernay,,51,44
51160,Compertrix,4402,Châlons-en-Champagne,,51,44
51161,Condé-sur-Marne,4406,Épernay,,51,44
51162,Conflans-sur-Seine,4415,Romilly-sur-Seine,,51,44
51163,Congy,4406,Épernay,,51,44
51164,Connantray-Vaurefroy,4415,Romilly-sur-Seine,,51,44
51165,Connantre,4415,Romilly-sur-Seine,,51,44
51166,Contault,4402,Châlons-en-Champagne,,51,44
51167,Coole,4427,Vitry-le-François Saint-Dizier,,51,44
51168,Coolus,4402,Châlons-en-Champagne,,51,44
51169,Corbeil,4427,Vitry-le-François Saint-Dizier,,51,44
51170,Corfélix,4415,Romilly-sur-Seine,,51,44
51171,Cormicy,4413,Reims,,51,44
51172,Cormontreuil,4413,Reims,,51,44
51173,Cormoyeux,4406,Épernay,,51,44
51174,Corribert,4406,Épernay,,51,44
51175,Corrobert,4415,Romilly-sur-Seine,,51,44
51176,Corroy,4415,Romilly-sur-Seine,,51,44
51177,Coulommes-la-Montagne,4413,Reims,,51,44
51178,Coupetz,4402,Châlons-en-Champagne,,51,44
51179,Coupéville,4402,Châlons-en-Champagne,,51,44
51181,Courcelles-Sapicourt,4413,Reims,,51,44
51182,Courcemain,4415,Romilly-sur-Seine,,51,44
51183,Courcy,4413,Reims,,51,44
51184,Courdemanges,4427,Vitry-le-François Saint-Dizier,,51,44
51185,Courgivaux,4415,Romilly-sur-Seine,,51,44
51186,Courjeonnet,4415,Romilly-sur-Seine,,51,44
51187,Courlandon,4413,Reims,,51,44
51188,Courmas,4413,Reims,,51,44
51190,Courtagnon,4406,Épernay,,51,44
51191,Courtémont,4402,Châlons-en-Champagne,,51,44
51192,Courthiézy,4406,Épernay,,51,44
51193,Courtisols,4402,Châlons-en-Champagne,,51,44
51194,Courville,4413,Reims,,51,44
51195,Couvrot,4427,Vitry-le-François Saint-Dizier,,51,44
51196,Cramant,4406,Épernay,,51,44
51197,La Croix-en-Champagne,4402,Châlons-en-Champagne,,51,44
51198,Crugny,4413,Reims,,51,44
51199,Cuchery,4406,Épernay,,51,44
51200,Cuis,4406,Épernay,,51,44
51201,Cuisles,4406,Épernay,,51,44
51202,Cumières,4406,Épernay,,51,44
51203,Cuperly,4402,Châlons-en-Champagne,,51,44
51204,Damery,4406,Épernay,,51,44
51206,Dampierre-le-Château,4402,Châlons-en-Champagne,,51,44
51208,Dampierre-sur-Moivre,4402,Châlons-en-Champagne,,51,44
51210,Dizy,4406,Épernay,,51,44
51211,Dommartin-Dampierre,4402,Châlons-en-Champagne,,51,44
51212,Dommartin-Lettrée,4402,Châlons-en-Champagne,,51,44
51213,Dommartin-sous-Hans,4402,Châlons-en-Champagne,,51,44
51214,Dommartin-Varimont,4402,Châlons-en-Champagne,,51,44
51215,Dompremy,4427,Vitry-le-François Saint-Dizier,,51,44
51216,Dontrien,4413,Reims,,51,44
51217,Dormans,4406,Épernay,,51,44
51218,Val-de-Vière,4427,Vitry-le-François Saint-Dizier,,51,44
51219,Drosnay,4427,Vitry-le-François Saint-Dizier,,51,44
51220,Drouilly,4427,Vitry-le-François Saint-Dizier,,51,44
51222,Éclaires,4402,Châlons-en-Champagne,,51,44
51223,Écollemont,4427,Vitry-le-François Saint-Dizier,,51,44
51224,Écriennes,4427,Vitry-le-François Saint-Dizier,,51,44
51225,Écueil,4413,Reims,,51,44
51226,Écury-le-Repos,4406,Épernay,,51,44
51227,Écury-sur-Coole,4402,Châlons-en-Champagne,,51,44
51228,Élise-Daucourt,4402,Châlons-en-Champagne,,51,44
51229,Épense,4402,Châlons-en-Champagne,,51,44
51230,Épernay,4406,Épernay,,51,44
51231,L'Épine,4402,Châlons-en-Champagne,,51,44
51232,Époye,4413,Reims,,51,44
51233,Escardes,4415,Romilly-sur-Seine,,51,44
51234,Esclavolles-Lurey,4415,Romilly-sur-Seine,,51,44
51235,Les Essarts-lès-Sézanne,4415,Romilly-sur-Seine,,51,44
51236,Les Essarts-le-Vicomte,4415,Romilly-sur-Seine,,51,44
51237,Esternay,4415,Romilly-sur-Seine,,51,44
51238,Étoges,4406,Épernay,,51,44
51239,Étréchy,4406,Épernay,,51,44
51240,Étrepy,4427,Vitry-le-François Saint-Dizier,,51,44
51241,Euvy,4415,Romilly-sur-Seine,,51,44
51242,Fagnières,4402,Châlons-en-Champagne,,51,44
51243,Faux-Fresnay,4415,Romilly-sur-Seine,,51,44
51244,Faux-Vésigneul,4402,Châlons-en-Champagne,,51,44
51245,Faverolles-et-Coëmy,4413,Reims,,51,44
51246,Favresse,4427,Vitry-le-François Saint-Dizier,,51,44
51247,Fèrebrianges,4406,Épernay,,51,44
51248,Fère-Champenoise,4415,Romilly-sur-Seine,,51,44
51249,Festigny,4406,Épernay,,51,44
51250,Fismes,4413,Reims,,51,44
51251,Flavigny,4406,Épernay,,51,44
51252,Fleury-la-Rivière,4406,Épernay,,51,44
51253,Florent-en-Argonne,4402,Châlons-en-Champagne,,51,44
51254,Fontaine-Denis-Nuisy,4415,Romilly-sur-Seine,,51,44
51255,Fontaine-en-Dormois,4402,Châlons-en-Champagne,,51,44
51256,Fontaine-sur-Ay,4406,Épernay,,51,44
51258,La Forestière,4415,Romilly-sur-Seine,,51,44
51259,Francheville,4402,Châlons-en-Champagne,,51,44
51260,Le Fresne,4402,Châlons-en-Champagne,,51,44
51262,Frignicourt,4427,Vitry-le-François Saint-Dizier,,51,44
51263,Fromentières,4415,Romilly-sur-Seine,,51,44
51264,Le Gault-Soigny,4415,Romilly-sur-Seine,,51,44
51265,Gaye,4415,Romilly-sur-Seine,,51,44
51266,Germaine,4406,Épernay,,51,44
51267,Germigny,4413,Reims,,51,44
51268,Germinon,4406,Épernay,,51,44
51269,Giffaumont-Champaubert,4427,Vitry-le-François Saint-Dizier,,51,44
51270,Gigny-Bussy,4427,Vitry-le-François Saint-Dizier,,51,44
51272,Givry-en-Argonne,4402,Châlons-en-Champagne,,51,44
51273,Givry-lès-Loisy,4406,Épernay,,51,44
51274,Gizaucourt,4402,Châlons-en-Champagne,,51,44
51275,Glannes,4427,Vitry-le-François Saint-Dizier,,51,44
51276,Gourgançon,4415,Romilly-sur-Seine,,51,44
51277,Sainte-Marie-du-Lac-Nuisement,4427,Vitry-le-François Saint-Dizier,,51,44
51278,Les Grandes-Loges,4402,Châlons-en-Champagne,,51,44
51279,Granges-sur-Aube,4415,Romilly-sur-Seine,,51,44
51280,Gratreuil,4402,Châlons-en-Champagne,,51,44
51281,Grauves,4406,Épernay,,51,44
51282,Gueux,4413,Reims,,51,44
51283,Hans,4402,Châlons-en-Champagne,,51,44
51284,Haussignémont,4427,Vitry-le-François Saint-Dizier,,51,44
51285,Haussimont,4402,Châlons-en-Champagne,,51,44
51286,Hauteville,4427,Vitry-le-François Saint-Dizier,,51,44
51287,Hautvillers,4406,Épernay,,51,44
51288,Heiltz-le-Hutier,4427,Vitry-le-François Saint-Dizier,,51,44
51289,Heiltz-le-Maurupt,4427,Vitry-le-François Saint-Dizier,,51,44
51290,Heiltz-l'Évêque,4427,Vitry-le-François Saint-Dizier,,51,44
51291,Hermonville,4413,Reims,,51,44
51292,Herpont,4402,Châlons-en-Champagne,,51,44
51293,Heutrégiville,4413,Reims,,51,44
51294,Hourges,4413,Reims,,51,44
51295,Huiron,4427,Vitry-le-François Saint-Dizier,,51,44
51296,Humbauville,4427,Vitry-le-François Saint-Dizier,,51,44
51298,Igny-Comblizy,4406,Épernay,,51,44
51299,Isles-sur-Suippe,4413,Reims,,51,44
51300,Isle-sur-Marne,4427,Vitry-le-François Saint-Dizier,,51,44
51301,Isse,4402,Châlons-en-Champagne,,51,44
51302,Les Istres-et-Bury,4406,Épernay,,51,44
51303,Jâlons,4402,Châlons-en-Champagne,,51,44
51304,Janvilliers,4415,Romilly-sur-Seine,,51,44
51305,Janvry,4413,Reims,,51,44
51306,Joiselle,4415,Romilly-sur-Seine,,51,44
51307,Jonchery-sur-Suippe,4402,Châlons-en-Champagne,,51,44
51308,Jonchery-sur-Vesle,4413,Reims,,51,44
51309,Jonquery,4413,Reims,,51,44
51310,Jouy-lès-Reims,4413,Reims,,51,44
51311,Jussecourt-Minecourt,4427,Vitry-le-François Saint-Dizier,,51,44
51312,Juvigny,4402,Châlons-en-Champagne,,51,44
51313,Lachy,4415,Romilly-sur-Seine,,51,44
51314,Lagery,4413,Reims,,51,44
51315,Landricourt,4427,Vitry-le-François Saint-Dizier,,51,44
51316,Larzicourt,4427,Vitry-le-François Saint-Dizier,,51,44
51317,Laval-sur-Tourbe,4402,Châlons-en-Champagne,,51,44
51318,Lavannes,4413,Reims,,51,44
51319,Lenharrée,4415,Romilly-sur-Seine,,51,44
51320,Leuvrigny,4406,Épernay,,51,44
51321,Lhéry,4413,Reims,,51,44
51322,Lignon,4427,Vitry-le-François Saint-Dizier,,51,44
51323,Linthelles,4415,Romilly-sur-Seine,,51,44
51324,Linthes,4415,Romilly-sur-Seine,,51,44
51325,Lisse-en-Champagne,4427,Vitry-le-François Saint-Dizier,,51,44
51326,Livry-Louvercy,4402,Châlons-en-Champagne,,51,44
51327,Loisy-en-Brie,4406,Épernay,,51,44
51328,Loisy-sur-Marne,4427,Vitry-le-François Saint-Dizier,,51,44
51329,Loivre,4413,Reims,,51,44
51333,Ludes,4413,Reims,,51,44
51334,Luxémont-et-Villotte,4427,Vitry-le-François Saint-Dizier,,51,44
51336,Maffrécourt,4402,Châlons-en-Champagne,,51,44
51337,Magneux,4413,Reims,,51,44
51338,Mailly-Champagne,4413,Reims,,51,44
51339,Mairy-sur-Marne,4402,Châlons-en-Champagne,,51,44
51340,Maisons-en-Champagne,4427,Vitry-le-François Saint-Dizier,,51,44
51341,Malmy,4402,Châlons-en-Champagne,,51,44
51342,Mancy,4406,Épernay,,51,44
51343,Marcilly-sur-Seine,4415,Romilly-sur-Seine,,51,44
51344,Mardeuil,4406,Épernay,,51,44
51345,Mareuil-en-Brie,4406,Épernay,,51,44
51346,Mareuil-le-Port,4406,Épernay,,51,44
51348,Marfaux,4413,Reims,,51,44
51349,Margerie-Hancourt,4427,Vitry-le-François Saint-Dizier,,51,44
51350,Margny,4415,Romilly-sur-Seine,,51,44
51351,Marigny,4415,Romilly-sur-Seine,,51,44
51352,Marolles,4427,Vitry-le-François Saint-Dizier,,51,44
51353,Marsangis,4415,Romilly-sur-Seine,,51,44
51354,Marson,4402,Châlons-en-Champagne,,51,44
51355,Massiges,4402,Châlons-en-Champagne,,51,44
51356,Matignicourt-Goncourt,4427,Vitry-le-François Saint-Dizier,,51,44
51357,Matougues,4402,Châlons-en-Champagne,,51,44
51358,Maurupt-le-Montois,4427,Vitry-le-François Saint-Dizier,,51,44
51359,Mécringes,4415,Romilly-sur-Seine,,51,44
51360,Le Meix-Saint-Epoing,4415,Romilly-sur-Seine,,51,44
51361,Le Meix-Tiercelin,4427,Vitry-le-François Saint-Dizier,,51,44
51362,Merfy,4413,Reims,,51,44
51363,Merlaut,4427,Vitry-le-François Saint-Dizier,,51,44
51364,Méry-Prémecy,4413,Reims,,51,44
51365,Les Mesneux,4413,Reims,,51,44
51367,Le Mesnil-sur-Oger,4406,Épernay,,51,44
51368,Minaucourt-le-Mesnil-lès-Hurlus,4402,Châlons-en-Champagne,,51,44
51369,Mœurs-Verdey,4415,Romilly-sur-Seine,,51,44
51370,Moiremont,4402,Châlons-en-Champagne,,51,44
51371,Moivre,4402,Châlons-en-Champagne,,51,44
51372,Moncetz-Longevas,4402,Châlons-en-Champagne,,51,44
51373,Moncetz-l'Abbaye,4427,Vitry-le-François Saint-Dizier,,51,44
51374,Mondement-Montgivroux,4415,Romilly-sur-Seine,,51,44
51375,Montbré,4413,Reims,,51,44
51376,Montgenost,4415,Romilly-sur-Seine,,51,44
51377,Montépreux,4415,Romilly-sur-Seine,,51,44
51378,Monthelon,4406,Épernay,,51,44
51379,Montigny-sur-Vesle,4413,Reims,,51,44
51380,Montmirail,4415,Romilly-sur-Seine,,51,44
51381,Montmort-Lucy,4406,Épernay,,51,44
51382,Mont-sur-Courville,4413,Reims,,51,44
51384,Morangis,4406,Épernay,,51,44
51386,Morsains,4415,Romilly-sur-Seine,,51,44
51387,Moslins,4406,Épernay,,51,44
51388,Mourmelon-le-Grand,4402,Châlons-en-Champagne,,51,44
51389,Mourmelon-le-Petit,4402,Châlons-en-Champagne,,51,44
51390,Moussy,4406,Épernay,,51,44
51391,Muizon,4413,Reims,,51,44
51392,Mutigny,4406,Épernay,,51,44
51393,Nanteuil-la-Forêt,4406,Épernay,,51,44
51395,Nesle-la-Reposte,4415,Romilly-sur-Seine,,51,44
51396,Nesle-le-Repons,4406,Épernay,,51,44
51397,La Neuville-aux-Bois,4402,Châlons-en-Champagne,,51,44
51398,La Neuville-aux-Larris,4406,Épernay,,51,44
51399,La Neuville-au-Pont,4402,Châlons-en-Champagne,,51,44
51402,Neuvy,4415,Romilly-sur-Seine,,51,44
51403,Nogent-l'Abbesse,4413,Reims,,51,44
51404,Noirlieu,4402,Châlons-en-Champagne,,51,44
51406,Norrois,4427,Vitry-le-François Saint-Dizier,,51,44
51407,La Noue,4415,Romilly-sur-Seine,,51,44
51409,Nuisement-sur-Coole,4402,Châlons-en-Champagne,,51,44
51410,Œuilly,4406,Épernay,,51,44
51412,Ognes,4415,Romilly-sur-Seine,,51,44
51413,Oiry,4406,Épernay,,51,44
51414,Olizy,4406,Épernay,,51,44
51415,Omey,4402,Châlons-en-Champagne,,51,44
51416,Orbais-l'Abbaye,4406,Épernay,,51,44
51417,Orconte,4427,Vitry-le-François Saint-Dizier,,51,44
51418,Ormes,4413,Reims,,51,44
51419,Outines,4427,Vitry-le-François Saint-Dizier,,51,44
51420,Outrepont,4427,Vitry-le-François Saint-Dizier,,51,44
51421,Oyes,4415,Romilly-sur-Seine,,51,44
51422,Pargny-lès-Reims,4413,Reims,,51,44
51423,Pargny-sur-Saulx,4427,Vitry-le-François Saint-Dizier,,51,44
51424,Passavant-en-Argonne,4402,Châlons-en-Champagne,,51,44
51425,Passy-Grigny,4406,Épernay,,51,44
51426,Péas,4415,Romilly-sur-Seine,,51,44
51428,Les Petites-Loges,4413,Reims,,51,44
51429,Pévy,4413,Reims,,51,44
51430,Pierre-Morains,4406,Épernay,,51,44
51431,Pierry,4406,Épernay,,51,44
51432,Pleurs,4415,Romilly-sur-Seine,,51,44
51433,Plichancourt,4427,Vitry-le-François Saint-Dizier,,51,44
51434,Plivot,4406,Épernay,,51,44
51435,Pocancy,4406,Épernay,,51,44
51436,Pogny,4402,Châlons-en-Champagne,,51,44
51437,Poilly,4413,Reims,,51,44
51438,Poix,4402,Châlons-en-Champagne,,51,44
51439,Pomacle,4413,Reims,,51,44
51440,Pontfaverger-Moronvilliers,4413,Reims,,51,44
51441,Ponthion,4427,Vitry-le-François Saint-Dizier,,51,44
51442,Possesse,4402,Châlons-en-Champagne,,51,44
51443,Potangis,4415,Romilly-sur-Seine,,51,44
51444,Pouillon,4413,Reims,,51,44
51445,Pourcy,4413,Reims,,51,44
51446,Pringy,4427,Vitry-le-François Saint-Dizier,,51,44
51447,Prosnes,4413,Reims,,51,44
51448,Prouilly,4413,Reims,,51,44
51449,Prunay,4413,Reims,,51,44
51450,Puisieulx,4413,Reims,,51,44
51451,Queudes,4415,Romilly-sur-Seine,,51,44
51452,Rapsécourt,4402,Châlons-en-Champagne,,51,44
51453,Recy,4402,Châlons-en-Champagne,,51,44
51454,Reims,4413,Reims,,51,44
51455,Reims-la-Brûlée,4427,Vitry-le-François Saint-Dizier,,51,44
51456,Remicourt,4402,Châlons-en-Champagne,,51,44
51457,Cœur-de-la-Vallée,4406,Épernay,,51,44
51458,Reuves,4415,Romilly-sur-Seine,,51,44
51459,Réveillon,4415,Romilly-sur-Seine,,51,44
51460,Rieux,4415,Romilly-sur-Seine,,51,44
51461,Rilly-la-Montagne,4413,Reims,,51,44
51463,Les Rivières-Henruel,4427,Vitry-le-François Saint-Dizier,,51,44
51464,Romain,4413,Reims,,51,44
51465,Romery,4406,Épernay,,51,44
51466,Romigny,4413,Reims,,51,44
51468,Rosnay,4413,Reims,,51,44
51469,Rouffy,4406,Épernay,,51,44
51470,Rouvroy-Ripont,4402,Châlons-en-Champagne,,51,44
51471,Sacy,4413,Reims,,51,44
51472,Saint-Amand-sur-Fion,4427,Vitry-le-François Saint-Dizier,,51,44
51473,Saint-Bon,4415,Romilly-sur-Seine,,51,44
51474,Saint-Brice-Courcelles,4413,Reims,,51,44
51475,Saint-Chéron,4427,Vitry-le-François Saint-Dizier,,51,44
51476,Saint-Étienne-au-Temple,4402,Châlons-en-Champagne,,51,44
51477,Saint-Étienne-sur-Suippe,4413,Reims,,51,44
51478,Saint-Eulien,4427,Vitry-le-François Saint-Dizier,,51,44
51479,Saint-Euphraise-et-Clairizet,4413,Reims,,51,44
51480,Sainte-Gemme,4406,Épernay,,51,44
51482,Saint-Germain-la-Ville,4402,Châlons-en-Champagne,,51,44
51483,Saint-Gibrien,4402,Châlons-en-Champagne,,51,44
51484,Saint-Gilles,4413,Reims,,51,44
51485,La Neuville-au-Temple,4402,Châlons-en-Champagne,,51,44
51486,Saint-Hilaire-le-Grand,4402,Châlons-en-Champagne,,51,44
51487,Saint-Hilaire-le-Petit,4413,Reims,,51,44
51488,Saint-Imoges,4406,Épernay,,51,44
51489,Saint-Jean-devant-Possesse,4402,Châlons-en-Champagne,,51,44
51490,Saint-Jean-sur-Moivre,4402,Châlons-en-Champagne,,51,44
51491,Saint-Jean-sur-Tourbe,4402,Châlons-en-Champagne,,51,44
51492,Saint-Just-Sauvage,4415,Romilly-sur-Seine,,51,44
51493,Saint-Léonard,4413,Reims,,51,44
51495,Saint-Loup,4415,Romilly-sur-Seine,,51,44
51496,Saint-Lumier-en-Champagne,4427,Vitry-le-François Saint-Dizier,,51,44
51497,Saint-Lumier-la-Populeuse,4427,Vitry-le-François Saint-Dizier,,51,44
51498,Saint-Mard-sur-Auve,4402,Châlons-en-Champagne,,51,44
51499,Saint-Mard-lès-Rouffy,4406,Épernay,,51,44
51500,Saint-Mard-sur-le-Mont,4402,Châlons-en-Champagne,,51,44
51501,Sainte-Marie-à-Py,4402,Châlons-en-Champagne,,51,44
51502,Saint-Martin-aux-Champs,4402,Châlons-en-Champagne,,51,44
51503,Saint-Martin-l'Heureux,4413,Reims,,51,44
51504,Saint-Martin-sur-le-Pré,4402,Châlons-en-Champagne,,51,44
51505,Saint-Masmes,4413,Reims,,51,44
51506,Saint-Memmie,4402,Châlons-en-Champagne,,51,44
51507,Sainte-Menehould,4402,Châlons-en-Champagne,,51,44
51508,Saint-Ouen-Domprot,4427,Vitry-le-François Saint-Dizier,,51,44
51509,Saint-Pierre,4402,Châlons-en-Champagne,,51,44
51510,Saint-Quentin-les-Marais,4427,Vitry-le-François Saint-Dizier,,51,44
51511,Saint-Quentin-le-Verger,4415,Romilly-sur-Seine,,51,44
51512,Saint-Quentin-sur-Coole,4402,Châlons-en-Champagne,,51,44
51513,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,4427,Vitry-le-François Saint-Dizier,,51,44
51514,Saint-Remy-sous-Broyes,4415,Romilly-sur-Seine,,51,44
51515,Saint-Remy-sur-Bussy,4402,Châlons-en-Champagne,,51,44
51516,Saint-Saturnin,4415,Romilly-sur-Seine,,51,44
51517,Saint-Souplet-sur-Py,4402,Châlons-en-Champagne,,51,44
51518,Saint-Thierry,4413,Reims,,51,44
51519,Saint-Thomas-en-Argonne,4402,Châlons-en-Champagne,,51,44
51520,Saint-Utin,4427,Vitry-le-François Saint-Dizier,,51,44
51521,Saint-Vrain,4427,Vitry-le-François Saint-Dizier,,51,44
51522,Sapignicourt,4427,Vitry-le-François Saint-Dizier,,51,44
51523,Sarcy,4413,Reims,,51,44
51524,Saron-sur-Aube,4415,Romilly-sur-Seine,,51,44
51525,Sarry,4402,Châlons-en-Champagne,,51,44
51526,Saudoy,4415,Romilly-sur-Seine,,51,44
51527,Savigny-sur-Ardres,4413,Reims,,51,44
51528,Scrupt,4427,Vitry-le-François Saint-Dizier,,51,44
51529,Selles,4413,Reims,,51,44
51530,Sept-Saulx,4413,Reims,,51,44
51531,Sermaize-les-Bains,4427,Vitry-le-François Saint-Dizier,,51,44
51532,Sermiers,4413,Reims,,51,44
51533,Servon-Melzicourt,4402,Châlons-en-Champagne,,51,44
51534,Serzy-et-Prin,4413,Reims,,51,44
51535,Sézanne,4415,Romilly-sur-Seine,,51,44
51536,Sillery,4413,Reims,,51,44
51537,Sivry-Ante,4402,Châlons-en-Champagne,,51,44
51538,Sogny-aux-Moulins,4402,Châlons-en-Champagne,,51,44
51539,Sogny-en-l'Angle,4427,Vitry-le-François Saint-Dizier,,51,44
51542,Soizy-aux-Bois,4415,Romilly-sur-Seine,,51,44
51543,Somme-Bionne,4402,Châlons-en-Champagne,,51,44
51544,Sommepy-Tahure,4402,Châlons-en-Champagne,,51,44
51545,Sommesous,4402,Châlons-en-Champagne,,51,44
51546,Somme-Suippe,4402,Châlons-en-Champagne,,51,44
51547,Somme-Tourbe,4402,Châlons-en-Champagne,,51,44
51548,Somme-Vesle,4402,Châlons-en-Champagne,,51,44
51549,Somme-Yèvre,4402,Châlons-en-Champagne,,51,44
51550,Sompuis,4427,Vitry-le-François Saint-Dizier,,51,44
51551,Somsois,4427,Vitry-le-François Saint-Dizier,,51,44
51552,Songy,4427,Vitry-le-François Saint-Dizier,,51,44
51553,Souain-Perthes-lès-Hurlus,4402,Châlons-en-Champagne,,51,44
51555,Soudé,4402,Châlons-en-Champagne,,51,44
51556,Soudron,4402,Châlons-en-Champagne,,51,44
51557,Soulanges,4427,Vitry-le-François Saint-Dizier,,51,44
51558,Soulières,4406,Épernay,,51,44
51559,Suippes,4402,Châlons-en-Champagne,,51,44
51560,Suizy-le-Franc,4406,Épernay,,51,44
51562,Taissy,4413,Reims,,51,44
51563,Talus-Saint-Prix,4415,Romilly-sur-Seine,,51,44
51564,Val de Livre,4406,Épernay,,51,44
51565,Thaas,4415,Romilly-sur-Seine,,51,44
51566,Thibie,4402,Châlons-en-Champagne,,51,44
51567,Thiéblemont-Farémont,4427,Vitry-le-François Saint-Dizier,,51,44
51568,Thil,4413,Reims,,51,44
51569,Thillois,4413,Reims,,51,44
51570,Le Thoult-Trosnay,4415,Romilly-sur-Seine,,51,44
51571,Val-de-Vesle,4413,Reims,,51,44
51572,Tilloy-et-Bellay,4402,Châlons-en-Champagne,,51,44
51573,Tinqueux,4413,Reims,,51,44
51574,Togny-aux-Bœufs,4402,Châlons-en-Champagne,,51,44
51576,Tours-sur-Marne,4406,Épernay,,51,44
51577,Tramery,4413,Reims,,51,44
51578,Trécon,4406,Épernay,,51,44
