codgeo,libgeo,ze2020,libze2020,ze_partie_reg,dep,reg
1001,L'Abergement-Clémenciat,8405,Bourg-en-Bresse,,1,84
1002,L'Abergement-de-Varey,8405,Bourg-en-Bresse,,1,84
1004,Ambérieu-en-Bugey,8405,Bourg-en-Bresse,,1,84
1005,Ambérieux-en-Dombes,8434,Villefranche-sur-Saône,,1,84
1006,Ambléon,8404,Belley,,1,84
1007,Ambronay,8405,Bourg-en-Bresse,,1,84
1008,Ambutrix,8405,Bourg-en-Bresse,,1,84
1009,Andert-et-Condon,8404,Belley,,1,84
1010,Anglefort,8416,Le Genevois Français,,1,84
1011,Apremont,8425,Oyonnax,,1,84
1012,Aranc,8404,Belley,,1,84
1013,Arandas,8405,Bourg-en-Bresse,,1,84
1014,Arbent,8425,Oyonnax,,1,84
1015,Arboys en Bugey,8404,Belley,,1,84
1016,Arbigny,59,Mâcon,0059-84,1,84
1017,Argis,8405,Bourg-en-Bresse,,1,84
1019,Armix,8404,Belley,,1,84
1021,Ars-sur-Formans,8434,Villefranche-sur-Saône,,1,84
1022,Artemare,8404,Belley,,1,84
1023,Asnières-sur-Saône,59,Mâcon,0059-84,1,84
1024,Attignat,8405,Bourg-en-Bresse,,1,84
1025,Bâgé-Dommartin,59,Mâcon,0059-84,1,84
1026,Bâgé-le-Châtel,59,Mâcon,0059-84,1,84
1027,Balan,8421,Lyon,,1,84
1028,Baneins,8434,Villefranche-sur-Saône,,1,84
1029,Beaupont,8405,Bourg-en-Bresse,,1,84
1030,Beauregard,8434,Villefranche-sur-Saône,,1,84
1031,Bellignat,8425,Oyonnax,,1,84
1032,Béligneux,8421,Lyon,,1,84
1033,Valserhône,8416,Le Genevois Français,,1,84
1034,Belley,8404,Belley,,1,84
1035,Belleydoux,8425,Oyonnax,,1,84
1036,Valromey-sur-Séran,8404,Belley,,1,84
1037,Bénonces,8404,Belley,,1,84
1038,Bény,8405,Bourg-en-Bresse,,1,84
1040,Béréziat,8405,Bourg-en-Bresse,,1,84
1041,Bettant,8405,Bourg-en-Bresse,,1,84
1042,Bey,59,Mâcon,0059-84,1,84
1043,Beynost,8421,Lyon,,1,84
1044,Billiat,8416,Le Genevois Français,,1,84
1045,Birieux,8405,Bourg-en-Bresse,,1,84
1046,Biziat,59,Mâcon,0059-84,1,84
1047,Blyes,8405,Bourg-en-Bresse,,1,84
1049,La Boisse,8421,Lyon,,1,84
1050,Boissey,59,Mâcon,0059-84,1,84
1051,Bolozon,8425,Oyonnax,,1,84
1052,Bouligneux,8405,Bourg-en-Bresse,,1,84
1053,Bourg-en-Bresse,8405,Bourg-en-Bresse,,1,84
1054,Bourg-Saint-Christophe,8405,Bourg-en-Bresse,,1,84
1056,Boyeux-Saint-Jérôme,8405,Bourg-en-Bresse,,1,84
1057,Boz,59,Mâcon,0059-84,1,84
1058,Brégnier-Cordon,8404,Belley,,1,84
1060,Brénod,8404,Belley,,1,84
1061,Brens,8404,Belley,,1,84
1062,Bressolles,8421,Lyon,,1,84
1063,Brion,8425,Oyonnax,,1,84
1064,Briord,8405,Bourg-en-Bresse,,1,84
1065,Buellas,8405,Bourg-en-Bresse,,1,84
1066,La Burbanche,8404,Belley,,1,84
1067,Ceignes,8425,Oyonnax,,1,84
1068,Cerdon,8405,Bourg-en-Bresse,,1,84
1069,Certines,8405,Bourg-en-Bresse,,1,84
1071,Cessy,8416,Le Genevois Français,,1,84
1072,Ceyzériat,8405,Bourg-en-Bresse,,1,84
1073,Ceyzérieu,8404,Belley,,1,84
1074,Chalamont,8405,Bourg-en-Bresse,,1,84
1075,Chaleins,8434,Villefranche-sur-Saône,,1,84
1076,Chaley,8404,Belley,,1,84
1077,Challes-la-Montagne,8405,Bourg-en-Bresse,,1,84
1078,Challex,8416,Le Genevois Français,,1,84
1079,Champagne-en-Valromey,8404,Belley,,1,84
1080,Champdor-Corcelles,8404,Belley,,1,84
1081,Champfromier,8416,Le Genevois Français,,1,84
1082,Chanay,8416,Le Genevois Français,,1,84
1083,Chaneins,8434,Villefranche-sur-Saône,,1,84
1084,Chanoz-Châtenay,8405,Bourg-en-Bresse,,1,84
1085,La Chapelle-du-Châtelard,8405,Bourg-en-Bresse,,1,84
1087,Charix,8425,Oyonnax,,1,84
1088,Charnoz-sur-Ain,8405,Bourg-en-Bresse,,1,84
1089,Château-Gaillard,8405,Bourg-en-Bresse,,1,84
1090,Châtenay,8405,Bourg-en-Bresse,,1,84
1092,Châtillon-la-Palud,8405,Bourg-en-Bresse,,1,84
1093,Châtillon-sur-Chalaronne,8405,Bourg-en-Bresse,,1,84
1094,Chavannes-sur-Reyssouze,59,Mâcon,0059-84,1,84
1095,Nivigne et Suran,8405,Bourg-en-Bresse,,1,84
1096,Chaveyriat,8405,Bourg-en-Bresse,,1,84
1098,Chazey-Bons,8404,Belley,,1,84
1099,Chazey-sur-Ain,8405,Bourg-en-Bresse,,1,84
1100,Cheignieu-la-Balme,8404,Belley,,1,84
1101,Chevillard,8425,Oyonnax,,1,84
1102,Chevroux,59,Mâcon,0059-84,1,84
1103,Chevry,8416,Le Genevois Français,,1,84
1104,Chézery-Forens,8416,Le Genevois Français,,1,84
1105,Civrieux,8434,Villefranche-sur-Saône,,1,84
1106,Cize,8405,Bourg-en-Bresse,,1,84
1107,Cleyzieu,8405,Bourg-en-Bresse,,1,84
1108,Coligny,8405,Bourg-en-Bresse,,1,84
1109,Collonges,8416,Le Genevois Français,,1,84
1110,Colomieu,8404,Belley,,1,84
1111,Conand,8405,Bourg-en-Bresse,,1,84
1112,Condamine,8425,Oyonnax,,1,84
1113,Condeissiat,8405,Bourg-en-Bresse,,1,84
1114,Confort,8416,Le Genevois Français,,1,84
1115,Confrançon,8405,Bourg-en-Bresse,,1,84
1116,Contrevoz,8404,Belley,,1,84
1117,Conzieu,8404,Belley,,1,84
1118,Corbonod,8416,Le Genevois Français,,1,84
1121,Corlier,8404,Belley,,1,84
1123,Cormoranche-sur-Saône,59,Mâcon,0059-84,1,84
1124,Cormoz,8405,Bourg-en-Bresse,,1,84
1125,Corveissiat,8405,Bourg-en-Bresse,,1,84
1127,Courmangoux,8405,Bourg-en-Bresse,,1,84
1128,Courtes,8405,Bourg-en-Bresse,,1,84
1129,Crans,8405,Bourg-en-Bresse,,1,84
1130,Bresse Vallons,8405,Bourg-en-Bresse,,1,84
1133,Cressin-Rochefort,8404,Belley,,1,84
1134,Crottet,59,Mâcon,0059-84,1,84
1135,Crozet,8416,Le Genevois Français,,1,84
1136,Cruzilles-lès-Mépillat,59,Mâcon,0059-84,1,84
1138,Culoz-Béon,8404,Belley,,1,84
1139,Curciat-Dongalon,8405,Bourg-en-Bresse,,1,84
1140,Curtafond,8405,Bourg-en-Bresse,,1,84
1141,Cuzieu,8404,Belley,,1,84
1142,Dagneux,8421,Lyon,,1,84
1143,Divonne-les-Bains,8416,Le Genevois Français,,1,84
1145,Dompierre-sur-Veyle,8405,Bourg-en-Bresse,,1,84
1146,Dompierre-sur-Chalaronne,8405,Bourg-en-Bresse,,1,84
1147,Domsure,8405,Bourg-en-Bresse,,1,84
1148,Dortan,8425,Oyonnax,,1,84
1149,Douvres,8405,Bourg-en-Bresse,,1,84
1150,Drom,8405,Bourg-en-Bresse,,1,84
1151,Druillat,8405,Bourg-en-Bresse,,1,84
1152,Échallon,8425,Oyonnax,,1,84
1153,Échenevex,8416,Le Genevois Français,,1,84
1155,Évosges,8404,Belley,,1,84
1156,Faramans,8421,Lyon,,1,84
1157,Fareins,8434,Villefranche-sur-Saône,,1,84
1158,Farges,8416,Le Genevois Français,,1,84
1159,Feillens,59,Mâcon,0059-84,1,84
1160,Ferney-Voltaire,8416,Le Genevois Français,,1,84
1162,Flaxieu,8404,Belley,,1,84
1163,Foissiat,8405,Bourg-en-Bresse,,1,84
1165,Francheleins,8434,Villefranche-sur-Saône,,1,84
1166,Frans,8434,Villefranche-sur-Saône,,1,84
1167,Garnerans,8434,Villefranche-sur-Saône,,1,84
1169,Genouilleux,8434,Villefranche-sur-Saône,,1,84
1170,Béard-Géovreissiat,8425,Oyonnax,,1,84
1171,Géovreisset,8425,Oyonnax,,1,84
1173,Gex,8416,Le Genevois Français,,1,84
1174,Giron,8416,Le Genevois Français,,1,84
1175,Gorrevod,59,Mâcon,0059-84,1,84
1177,Grand-Corent,8405,Bourg-en-Bresse,,1,84
1179,Grièges,59,Mâcon,0059-84,1,84
1180,Grilly,8416,Le Genevois Français,,1,84
1181,Groissiat,8425,Oyonnax,,1,84
1183,Guéreins,8434,Villefranche-sur-Saône,,1,84
1184,Hautecourt-Romanèche,8405,Bourg-en-Bresse,,1,84
1185,Plateau d'Hauteville,8404,Belley,,1,84
1187,Haut Valromey,8404,Belley,,1,84
1188,Illiat,8434,Villefranche-sur-Saône,,1,84
1189,Injoux-Génissiat,8416,Le Genevois Français,,1,84
1190,Innimond,8404,Belley,,1,84
1191,Izenave,8425,Oyonnax,,1,84
1192,Izernore,8425,Oyonnax,,1,84
1193,Izieu,8404,Belley,,1,84
1194,Jassans-Riottier,8434,Villefranche-sur-Saône,,1,84
1195,Jasseron,8405,Bourg-en-Bresse,,1,84
1196,Jayat,8405,Bourg-en-Bresse,,1,84
1197,Journans,8405,Bourg-en-Bresse,,1,84
1198,Joyeux,8405,Bourg-en-Bresse,,1,84
1199,Jujurieux,8405,Bourg-en-Bresse,,1,84
1200,Labalme,8405,Bourg-en-Bresse,,1,84
1202,Lagnieu,8405,Bourg-en-Bresse,,1,84
1203,Laiz,59,Mâcon,0059-84,1,84
1204,Le Poizat-Lalleyriat,8425,Oyonnax,,1,84
1206,Lantenay,8425,Oyonnax,,1,84
1207,Lapeyrouse,8405,Bourg-en-Bresse,,1,84
1208,Lavours,8404,Belley,,1,84
1209,Léaz,8416,Le Genevois Français,,1,84
1210,Lélex,8416,Le Genevois Français,,1,84
1211,Lent,8405,Bourg-en-Bresse,,1,84
1212,Lescheroux,8405,Bourg-en-Bresse,,1,84
1213,Leyment,8405,Bourg-en-Bresse,,1,84
1214,Leyssard,8425,Oyonnax,,1,84
1215,Surjoux-Lhopital,8416,Le Genevois Français,,1,84
1216,Lhuis,8404,Belley,,1,84
1219,Lompnas,8405,Bourg-en-Bresse,,1,84
1224,Loyettes,8421,Lyon,,1,84
1225,Lurcy,8434,Villefranche-sur-Saône,,1,84
1227,Magnieu,8404,Belley,,1,84
1228,Maillat,8425,Oyonnax,,1,84
1229,Malafretaz,8405,Bourg-en-Bresse,,1,84
1230,Mantenay-Montlin,8405,Bourg-en-Bresse,,1,84
1231,Manziat,59,Mâcon,0059-84,1,84
1232,Marboz,8405,Bourg-en-Bresse,,1,84
1233,Marchamp,8404,Belley,,1,84
1234,Marignieu,8404,Belley,,1,84
1235,Marlieux,8405,Bourg-en-Bresse,,1,84
1236,Marsonnas,8405,Bourg-en-Bresse,,1,84
1237,Martignat,8425,Oyonnax,,1,84
1238,Massieux,8434,Villefranche-sur-Saône,,1,84
1239,Massignieu-de-Rives,8404,Belley,,1,84
1240,Matafelon-Granges,8425,Oyonnax,,1,84
1241,Meillonnas,8405,Bourg-en-Bresse,,1,84
1242,Mérignat,8405,Bourg-en-Bresse,,1,84
1243,Messimy-sur-Saône,8434,Villefranche-sur-Saône,,1,84
1244,Meximieux,8405,Bourg-en-Bresse,,1,84
1245,Bohas-Meyriat-Rignat,8405,Bourg-en-Bresse,,1,84
1246,Mézériat,8405,Bourg-en-Bresse,,1,84
1247,Mijoux,8416,Le Genevois Français,,1,84
1248,Mionnay,8421,Lyon,,1,84
1249,Miribel,8421,Lyon,,1,84
1250,Misérieux,8434,Villefranche-sur-Saône,,1,84
1252,Mogneneins,8434,Villefranche-sur-Saône,,1,84
1254,Montagnat,8405,Bourg-en-Bresse,,1,84
1255,Montagnieu,8405,Bourg-en-Bresse,,1,84
1257,Montanges,8416,Le Genevois Français,,1,84
1258,Montceaux,8434,Villefranche-sur-Saône,,1,84
1259,Montcet,8405,Bourg-en-Bresse,,1,84
1260,Le Montellier,8421,Lyon,,1,84
1261,Monthieux,8421,Lyon,,1,84
1262,Montluel,8421,Lyon,,1,84
1263,Montmerle-sur-Saône,8434,Villefranche-sur-Saône,,1,84
1264,Montracol,8405,Bourg-en-Bresse,,1,84
1265,Montréal-la-Cluse,8425,Oyonnax,,1,84
1266,Montrevel-en-Bresse,8405,Bourg-en-Bresse,,1,84
1267,Nurieux-Volognat,8425,Oyonnax,,1,84
1268,Murs-et-Gélignieux,8404,Belley,,1,84
1269,Nantua,8425,Oyonnax,,1,84
1272,Neuville-les-Dames,8405,Bourg-en-Bresse,,1,84
1273,Neuville-sur-Ain,8405,Bourg-en-Bresse,,1,84
1274,Les Neyrolles,8425,Oyonnax,,1,84
1275,Neyron,8421,Lyon,,1,84
1276,Niévroz,8421,Lyon,,1,84
1277,Nivollet-Montgriffon,8404,Belley,,1,84
1279,Oncieu,8405,Bourg-en-Bresse,,1,84
1280,Ordonnaz,8404,Belley,,1,84
1281,Ornex,8416,Le Genevois Français,,1,84
1282,Outriaz,8425,Oyonnax,,1,84
1283,Oyonnax,8425,Oyonnax,,1,84
1284,Ozan,59,Mâcon,0059-84,1,84
1285,Parcieux,8434,Villefranche-sur-Saône,,1,84
1286,Parves et Nattages,8404,Belley,,1,84
1288,Péron,8416,Le Genevois Français,,1,84
1289,Péronnas,8405,Bourg-en-Bresse,,1,84
1290,Pérouges,8405,Bourg-en-Bresse,,1,84
1291,Perrex,59,Mâcon,0059-84,1,84
1293,Peyriat,8425,Oyonnax,,1,84
1294,Peyrieu,8404,Belley,,1,84
1295,Peyzieux-sur-Saône,8434,Villefranche-sur-Saône,,1,84
1296,Pirajoux,8405,Bourg-en-Bresse,,1,84
1297,Pizay,8421,Lyon,,1,84
1298,Plagne,8416,Le Genevois Français,,1,84
1299,Le Plantay,8405,Bourg-en-Bresse,,1,84
1301,Polliat,8405,Bourg-en-Bresse,,1,84
1302,Pollieu,8404,Belley,,1,84
1303,Poncin,8405,Bourg-en-Bresse,,1,84
1304,Pont-d'Ain,8405,Bourg-en-Bresse,,1,84
1305,Pont-de-Vaux,59,Mâcon,0059-84,1,84
1306,Pont-de-Veyle,59,Mâcon,0059-84,1,84
1307,Port,8425,Oyonnax,,1,84
1308,Pougny,8416,Le Genevois Français,,1,84
1309,Pouillat,8405,Bourg-en-Bresse,,1,84
1310,Prémeyzel,8404,Belley,,1,84
1311,Prémillieu,8404,Belley,,1,84
1313,Prévessin-Moëns,8416,Le Genevois Français,,1,84
1314,Priay,8405,Bourg-en-Bresse,,1,84
1317,Ramasse,8405,Bourg-en-Bresse,,1,84
1318,Rancé,8434,Villefranche-sur-Saône,,1,84
1319,Relevant,8405,Bourg-en-Bresse,,1,84
1320,Replonges,59,Mâcon,0059-84,1,84
1321,Revonnas,8405,Bourg-en-Bresse,,1,84
1322,Reyrieux,8434,Villefranche-sur-Saône,,1,84
1323,Reyssouze,59,Mâcon,0059-84,1,84
1325,Rignieux-le-Franc,8405,Bourg-en-Bresse,,1,84
1328,Romans,8405,Bourg-en-Bresse,,1,84
1329,Rossillon,8404,Belley,,1,84
1331,Saint-Alban,8405,Bourg-en-Bresse,,1,84
1332,Saint-André-de-Bâgé,59,Mâcon,0059-84,1,84
1333,Saint-André-de-Corcy,8421,Lyon,,1,84
1334,Saint-André-d'Huiriat,59,Mâcon,0059-84,1,84
1335,Saint-André-le-Bouchoux,8405,Bourg-en-Bresse,,1,84
1336,Saint-André-sur-Vieux-Jonc,8405,Bourg-en-Bresse,,1,84
1337,Saint-Bénigne,59,Mâcon,0059-84,1,84
1338,Groslée-Saint-Benoit,8404,Belley,,1,84
1339,Saint-Bernard,8434,Villefranche-sur-Saône,,1,84
1342,Sainte-Croix,8421,Lyon,,1,84
1343,Saint-Cyr-sur-Menthon,59,Mâcon,0059-84,1,84
1344,Saint-Denis-lès-Bourg,8405,Bourg-en-Bresse,,1,84
1345,Saint-Denis-en-Bugey,8405,Bourg-en-Bresse,,1,84
1346,Saint-Didier-d'Aussiat,8405,Bourg-en-Bresse,,1,84
1347,Saint-Didier-de-Formans,8434,Villefranche-sur-Saône,,1,84
1348,Saint-Didier-sur-Chalaronne,8434,Villefranche-sur-Saône,,1,84
1349,Saint-Éloi,8421,Lyon,,1,84
1350,Saint-Étienne-du-Bois,8405,Bourg-en-Bresse,,1,84
1351,Saint-Étienne-sur-Chalaronne,8434,Villefranche-sur-Saône,,1,84
1352,Saint-Étienne-sur-Reyssouze,59,Mâcon,0059-84,1,84
1353,Sainte-Euphémie,8434,Villefranche-sur-Saône,,1,84
1354,Saint-Genis-Pouilly,8416,Le Genevois Français,,1,84
1355,Saint-Genis-sur-Menthon,59,Mâcon,0059-84,1,84
1356,Saint-Georges-sur-Renon,8405,Bourg-en-Bresse,,1,84
1357,Saint-Germain-de-Joux,8416,Le Genevois Français,,1,84
1358,Saint-Germain-les-Paroisses,8404,Belley,,1,84
1359,Saint-Germain-sur-Renon,8405,Bourg-en-Bresse,,1,84
1360,Saint-Jean-de-Gonville,8416,Le Genevois Français,,1,84
1361,Saint-Jean-de-Niost,8421,Lyon,,1,84
1362,Saint-Jean-de-Thurigneux,8434,Villefranche-sur-Saône,,1,84
1363,Saint-Jean-le-Vieux,8405,Bourg-en-Bresse,,1,84
1364,Saint-Jean-sur-Reyssouze,8405,Bourg-en-Bresse,,1,84
1365,Saint-Jean-sur-Veyle,59,Mâcon,0059-84,1,84
1366,Sainte-Julie,8405,Bourg-en-Bresse,,1,84
1367,Saint-Julien-sur-Reyssouze,8405,Bourg-en-Bresse,,1,84
1368,Saint-Julien-sur-Veyle,8405,Bourg-en-Bresse,,1,84
1369,Saint-Just,8405,Bourg-en-Bresse,,1,84
1370,Saint-Laurent-sur-Saône,59,Mâcon,0059-84,1,84
1371,Saint-Marcel,8421,Lyon,,1,84
1372,Saint-Martin-de-Bavel,8404,Belley,,1,84
1373,Saint-Martin-du-Frêne,8425,Oyonnax,,1,84
1374,Saint-Martin-du-Mont,8405,Bourg-en-Bresse,,1,84
1375,Saint-Martin-le-Châtel,8405,Bourg-en-Bresse,,1,84
1376,Saint-Maurice-de-Beynost,8421,Lyon,,1,84
1378,Saint-Maurice-de-Gourdans,8421,Lyon,,1,84
1379,Saint-Maurice-de-Rémens,8405,Bourg-en-Bresse,,1,84
1380,Saint-Nizier-le-Bouchoux,8405,Bourg-en-Bresse,,1,84
1381,Saint-Nizier-le-Désert,8405,Bourg-en-Bresse,,1,84
1382,Sainte-Olive,8434,Villefranche-sur-Saône,,1,84
1383,Saint-Paul-de-Varax,8405,Bourg-en-Bresse,,1,84
1384,Saint-Rambert-en-Bugey,8405,Bourg-en-Bresse,,1,84
1385,Saint-Rémy,8405,Bourg-en-Bresse,,1,84
1386,Saint-Sorlin-en-Bugey,8405,Bourg-en-Bresse,,1,84
1387,Saint-Sulpice,8405,Bourg-en-Bresse,,1,84
1388,Saint-Trivier-de-Courtes,8405,Bourg-en-Bresse,,1,84
1389,Saint-Trivier-sur-Moignans,8434,Villefranche-sur-Saône,,1,84
1390,Saint-Vulbas,8405,Bourg-en-Bresse,,1,84
1391,Salavre,8405,Bourg-en-Bresse,,1,84
1392,Samognat,8425,Oyonnax,,1,84
1393,Sandrans,8405,Bourg-en-Bresse,,1,84
1396,Sault-Brénaz,8405,Bourg-en-Bresse,,1,84
1397,Sauverny,8416,Le Genevois Français,,1,84
1398,Savigneux,8434,Villefranche-sur-Saône,,1,84
1399,Ségny,8416,Le Genevois Français,,1,84
1400,Seillonnaz,8405,Bourg-en-Bresse,,1,84
1401,Sergy,8416,Le Genevois Français,,1,84
1402,Sermoyer,59,Mâcon,0059-84,1,84
1403,Serrières-de-Briord,8405,Bourg-en-Bresse,,1,84
1404,Serrières-sur-Ain,8405,Bourg-en-Bresse,,1,84
1405,Servas,8405,Bourg-en-Bresse,,1,84
1406,Servignat,8405,Bourg-en-Bresse,,1,84
1407,Seyssel,8416,Le Genevois Français,,1,84
1408,Simandre-sur-Suran,8405,Bourg-en-Bresse,,1,84
1410,Sonthonnax-la-Montagne,8425,Oyonnax,,1,84
1411,Souclin,8405,Bourg-en-Bresse,,1,84
1412,Sulignat,8405,Bourg-en-Bresse,,1,84
1415,Talissieu,8404,Belley,,1,84
1416,Tenay,8405,Bourg-en-Bresse,,1,84
1418,Thil,8421,Lyon,,1,84
1419,Thoiry,8416,Le Genevois Français,,1,84
1420,Thoissey,8434,Villefranche-sur-Saône,,1,84
1421,Torcieu,8405,Bourg-en-Bresse,,1,84
1422,Tossiat,8405,Bourg-en-Bresse,,1,84
1423,Toussieux,8434,Villefranche-sur-Saône,,1,84
1424,Tramoyes,8421,Lyon,,1,84
1425,La Tranclière,8405,Bourg-en-Bresse,,1,84
1426,Val-Revermont,8405,Bourg-en-Bresse,,1,84
1427,Trévoux,8434,Villefranche-sur-Saône,,1,84
1428,Valeins,8434,Villefranche-sur-Saône,,1,84
1429,Vandeins,8405,Bourg-en-Bresse,,1,84
1430,Varambon,8405,Bourg-en-Bresse,,1,84
1431,Vaux-en-Bugey,8405,Bourg-en-Bresse,,1,84
1432,Verjon,8405,Bourg-en-Bresse,,1,84
1433,Vernoux,8405,Bourg-en-Bresse,,1,84
1434,Versailleux,8405,Bourg-en-Bresse,,1,84
1435,Versonnex,8416,Le Genevois Français,,1,84
1436,Vesancy,8416,Le Genevois Français,,1,84
1437,Vescours,8405,Bourg-en-Bresse,,1,84
1439,Vésines,59,Mâcon,0059-84,1,84
1441,Vieu-d'Izenave,8425,Oyonnax,,1,84
1443,Villars-les-Dombes,8405,Bourg-en-Bresse,,1,84
1444,Villebois,8405,Bourg-en-Bresse,,1,84
1445,Villemotier,8405,Bourg-en-Bresse,,1,84
1446,Villeneuve,8434,Villefranche-sur-Saône,,1,84
1447,Villereversure,8405,Bourg-en-Bresse,,1,84
1448,Villes,8416,Le Genevois Français,,1,84
1449,Villette-sur-Ain,8405,Bourg-en-Bresse,,1,84
1450,Villieu-Loyes-Mollon,8405,Bourg-en-Bresse,,1,84
1451,Viriat,8405,Bourg-en-Bresse,,1,84
1452,Virieu-le-Grand,8404,Belley,,1,84
1453,Arvière-en-Valromey,8404,Belley,,1,84
1454,Virignin,8404,Belley,,1,84
1456,Vongnes,8404,Belley,,1,84
1457,Vonnas,59,Mâcon,0059-84,1,84
2001,Abbécourt,3220,Saint-Quentin,,2,32
2002,Achery,3220,Saint-Quentin,,2,32
2003,Acy,3221,Soissons,,2,32
2004,Agnicourt-et-Séchelles,3214,Laon,,2,32
2005,Aguilcourt,3214,Laon,,2,32
2006,Aisonville-et-Bernoville,3220,Saint-Quentin,,2,32
2007,Aizelles,3214,Laon,,2,32
2008,Aizy-Jouy,3221,Soissons,,2,32
2009,Alaincourt,3220,Saint-Quentin,,2,32
2010,Allemant,3221,Soissons,,2,32
2011,Ambleny,3221,Soissons,,2,32
2012,Ambrief,3221,Soissons,,2,32
2013,Amifontaine,3214,Laon,,2,32
2014,Amigny-Rouy,3220,Saint-Quentin,,2,32
2015,Ancienville,3221,Soissons,,2,32
2016,Andelain,3220,Saint-Quentin,,2,32
2017,Anguilcourt-le-Sart,3220,Saint-Quentin,,2,32
2018,Anizy-le-Grand,3214,Laon,,2,32
2019,Annois,3220,Saint-Quentin,,2,32
2020,Any-Martin-Rieux,3217,Maubeuge,,2,32
2021,Archon,3214,Laon,,2,32
2022,Arcy-Sainte-Restitue,3209,Château-Thierry,,2,32
2023,Armentières-sur-Ourcq,3209,Château-Thierry,,2,32
2024,Arrancy,3214,Laon,,2,32
2025,Artemps,3220,Saint-Quentin,,2,32
2027,Assis-sur-Serre,3214,Laon,,2,32
2028,Athies-sous-Laon,3214,Laon,,2,32
2029,Attilly,3220,Saint-Quentin,,2,32
2030,Aubencheul-aux-Bois,3220,Saint-Quentin,,2,32
2031,Aubenton,3217,Maubeuge,,2,32
2032,Aubigny-aux-Kaisnes,3220,Saint-Quentin,,2,32
2033,Aubigny-en-Laonnois,3214,Laon,,2,32
2034,Audignicourt,3221,Soissons,,2,32
2035,Audigny,3220,Saint-Quentin,,2,32
2036,Augy,3221,Soissons,,2,32
2037,Aulnois-sous-Laon,3214,Laon,,2,32
2038,Les Autels,3214,Laon,,2,32
2039,Autremencourt,3214,Laon,,2,32
2040,Autreppes,3217,Maubeuge,,2,32
2041,Autreville,3220,Saint-Quentin,,2,32
2042,Azy-sur-Marne,3209,Château-Thierry,,2,32
2043,Bagneux,3221,Soissons,,2,32
2044,Bancigny,3214,Laon,,2,32
2046,Barenton-Bugny,3214,Laon,,2,32
2047,Barenton-Cel,3214,Laon,,2,32
2048,Barenton-sur-Serre,3214,Laon,,2,32
2049,Barisis-aux-Bois,3220,Saint-Quentin,,2,32
2050,Barzy-en-Thiérache,3217,Maubeuge,,2,32
2051,Barzy-sur-Marne,3209,Château-Thierry,,2,32
2052,Bassoles-Aulers,3221,Soissons,,2,32
2053,Vallées en Champagne,3209,Château-Thierry,,2,32
2054,Bazoches-et-Saint-Thibaut,3221,Soissons,,2,32
2055,Beaumé,3217,Maubeuge,,2,32
2056,Beaumont-en-Beine,3220,Saint-Quentin,,2,32
2057,Beaurevoir,3220,Saint-Quentin,,2,32
2058,Beaurieux,3214,Laon,,2,32
2059,Beautor,3220,Saint-Quentin,,2,32
2060,Beauvois-en-Vermandois,3220,Saint-Quentin,,2,32
2061,Becquigny,3220,Saint-Quentin,,2,32
2062,Belleau,3209,Château-Thierry,,2,32
2063,Bellenglise,3220,Saint-Quentin,,2,32
2064,Belleu,3221,Soissons,,2,32
2065,Bellicourt,3220,Saint-Quentin,,2,32
2066,Benay,3220,Saint-Quentin,,2,32
2067,Bergues-sur-Sambre,3217,Maubeuge,,2,32
2068,Berlancourt,3214,Laon,,2,32
2069,Berlise,3214,Laon,,2,32
2070,Bernot,3220,Saint-Quentin,,2,32
2071,Berny-Rivière,3221,Soissons,,2,32
2072,Berrieux,3214,Laon,,2,32
2073,Berry-au-Bac,3214,Laon,,2,32
2074,Bertaucourt-Epourdon,3214,Laon,,2,32
2075,Berthenicourt,3220,Saint-Quentin,,2,32
2076,Bertricourt,3214,Laon,,2,32
2078,Besmé,3221,Soissons,,2,32
2079,Besmont,3217,Maubeuge,,2,32
2080,Besny-et-Loizy,3214,Laon,,2,32
2081,Béthancourt-en-Vaux,3220,Saint-Quentin,,2,32
2082,Beugneux,3209,Château-Thierry,,2,32
2083,Beuvardes,3209,Château-Thierry,,2,32
2084,Bézu-le-Guéry,3209,Château-Thierry,,2,32
2085,Bézu-Saint-Germain,3209,Château-Thierry,,2,32
2086,Bichancourt,3220,Saint-Quentin,,2,32
2087,Bieuxy,3221,Soissons,,2,32
2088,Bièvres,3214,Laon,,2,32
2089,Billy-sur-Aisne,3221,Soissons,,2,32
2090,Billy-sur-Ourcq,3209,Château-Thierry,,2,32
2091,Blanzy-lès-Fismes,3221,Soissons,,2,32
2093,Blérancourt,3221,Soissons,,2,32
2094,Blesmes,3209,Château-Thierry,,2,32
2095,Bohain-en-Vermandois,3220,Saint-Quentin,,2,32
2096,Bois-lès-Pargny,3214,Laon,,2,32
2097,Boncourt,3214,Laon,,2,32
2098,Bonneil,3209,Château-Thierry,,2,32
2099,Bonnesvalyn,3209,Château-Thierry,,2,32
2100,Bony,3220,Saint-Quentin,,2,32
2101,Bosmont-sur-Serre,3214,Laon,,2,32
2102,Bouconville-Vauclair,3214,Laon,,2,32
2103,Boué,3220,Saint-Quentin,,2,32
2104,Bouffignereux,3214,Laon,,2,32
2105,Bouresches,3209,Château-Thierry,,2,32
2106,Bourg-et-Comin,3214,Laon,,2,32
2107,Bourguignon-sous-Coucy,3221,Soissons,,2,32
2108,Bourguignon-sous-Montbavin,3214,Laon,,2,32
