epci,libepci,nature_epci,nb_com
200069003,Communauté de communes du Barséquanais en Champagne,CC,53
200069029,Communauté d'agglomération des Deux Baies en Montreuillois,CA,46
200069037,Communauté d'agglomération du Pays de Saint-Omer,CA,53
200069052,Communauté d'agglomération Grand Belfort,CA,52
200069060,Communauté de communes des Vosges du Sud,CC,22
200069086,Communauté de communes Leff Armor Communauté,CC,27
200069094,Communauté de communes Isle et Crempse en Périgord,CC,25
200069102,Communauté de communes Randon - Margeride,CC,15
200069110,Communauté d'agglomération du Grand Chambéry,CA,38
200069128,Communauté de communes Mont Lozère,CC,21
200069136,Communauté de communes des Cévennes au Mont Lozère,CC,19
200069144,Communauté de communes des Hautes Terres de l'Aubrac,CC,17
200069151,Communauté de communes Gorges Causses Cévennes,CC,17
200069169,Communauté de communes Dômes Sancy Artense,CC,27
200069177,Communauté de communes Mond'Arverne Communauté,CC,27
200069185,Communauté de communes des Terres d'Apcher-Margeride-Aubrac,CC,20
200069193,Communauté de communes de la Dombes,CC,36
200069227,Communauté de communes Pays Fort Sancerrois Val de Loire,CC,36
200069235,Communauté de communes du Haut Pays du Montreuillois,CC,49
200069250,Communauté d'agglomération Troyes Champagne Métropole,CA,81
200069268,Aubrac Lot Causses Tarn,CC,15
200069300,Communauté d'agglomération Tarbes-Lourdes-Pyrénées,CA,87
200069383,Communauté de communes Ouest Aveyron Communauté,CC,29
200069391,Communauté d'agglomération Lamballe Terre et Mer,CA,38
200069409,Communauté d'agglomération Saint-Brieuc Armor Agglomération,CA,32
200069417,Communauté de communes Pays d'Orthe et Arrigans,CC,24
200069425,Communauté d'agglomération Mont-Saint-Michel-Normandie,CA,95
200069433,Communauté de communes de Vezouze en Piémont,CC,51
200069441,Communauté de communes du Pays de Bitche,CC,46
200069458,Communauté de communes des Vallées d'Auge et du Merlerault,CC,42
200069482,Communauté de communes des Campagnes de l'Artois,CC,96
200069516,Communauté de communes Seulles Terre et Mer,CC,27
200069524,Communauté de communes Pré-Bocage Intercom,CC,27
200069532,Communauté d'agglomération Lisieux Normandie,CA,53
200069540,Communauté de communes Norge et Tille,CC,14
200069565,Communauté de communes des Lacs et Montagnes du Haut-Doubs,CC,32
200069581,Communauté de communes Convergence Garonne,CC,27
200069599,Communauté de communes rurales de l'Entre-Deux-Mers,CC,49
200069615,Communauté de communes Bresse Haute Seille,CC,54
200069623,Communauté de communes Champagnole Nozeroy Jura,CC,66
200069631,Communauté de communes Terres de Chalosse,CC,34
200069649,Communauté de communes Chalosse Tursan,CC,50
200069656,Communauté de communes Cœur Haute Lande,CC,26
200069664,Communauté de communes Meuse Rognon,CC,59
200069672,Communauté de communes du Ternois,CC,103
200069698,Communauté de communes Mâconnais - Tournugeois,CC,24
200069722,Communauté de communes interrégionale Aumale - Blangy-sur-Bresle,CC,44
200069730,Communauté de communes des Quatre Rivières en Bray,CC,52
200069748,Communauté de communes Val de Gâtine,CC,31
200069755,Communauté de communes Mellois en Poitou,CC,58
200069763,Communauté de communes du Haut-Poitou,CC,27
200069821,Communauté d'agglomération Fécamp Caux Littoral Agglomération,CA,33
200069839,Communauté de communes de la Côte d'Albâtre,CC,63
200069847,Communauté de communes Plateau de Caux,CC,40
200069854,Communauté urbaine du Grand Poitiers,CU,40
200069912,Communauté de communes des Forêts du Perche,CC,15
200069953,Communauté de communes des Portes Euréliennes d'Île-de-France,CC,39
200069961,Communauté de communes du Grand Châteaudun,CC,23
200069995,Communauté de communes Médoc Cœur de Presqu'île,CC,18
200070035,Communauté de communes du Civraisien en Poitou,CC,35
200070043,Communauté de communes Vienne et Gartempe,CC,55
200070068,Communauté de communes Communauté Bray-Eawy,CC,46
200070092,Communauté d'agglomération du Libournais,CA,45
200070100,Communauté de communes du Val de Sully,CC,19
200070118,Communauté de communes Val de Saône Centre,CC,15
200070126,Communauté de communes Seine et Aube,CC,25
200070142,Communauté de communes Lyons Andelle,CC,30
200070159,Communauté de communes Cœur de Beauce,CC,46
200070167,Communauté de communes Terres de Perche,CC,22
200070183,Communauté de communes des Terres du Val de Loire,CC,25
200070233,Communauté d'agglomération Terres de Montaigu,CA,9
200070282,Communauté de communes Lavalette Tude Dronne,CC,49
200070290,Communauté de communes Coeur du Pays Haut,CC,25
200070308,Communauté d'agglomération Mâconnais Beaujolais Agglomération,CA,39
200070316,"Communauté de communes Entre Arroux, Loire et Somme",CC,30
200070324,Communauté de communes du Territoire de Lunéville à Baccarat,CC,43
200070332,Communauté de communes des Savoir-Faire,CC,63
200070340,Communauté de communes Haute Maurienne Vanoise,CC,10
200070365,Communauté de communes Corbières Salanque Méditerranée,CC,21
200070373,Communauté de communes Loir-Lucé-Bercé,CC,24
200070407,Communauté d'agglomération Agglo Pays d'Issoire,CA,87
200070431,Communauté de communes Saint-Marcellin Vercors Isère Communauté,CC,47
200070449,Communauté de communes Inter-Caux-Vexin,CC,64
200070464,Communauté de communes Cœur de Maurienne Arvan,CC,14
200070506,Communauté de communes Pays de Nexon Monts de Chalus,CC,15
200070514,Communauté d'agglomération du Grand Cognac,CA,54
200070530,Communauté de communes du Grand Autunois Morvan,CC,55
200070548,Communauté de communes Brionnais Sud Bourgogne,CC,29
200070555,Communauté de communes de la Veyle,CC,18
200070563,Communauté de communes Terres Touloises,CC,41
200070571,Communauté de communes Cœur de Berry,CC,11
200070589,Communauté de communes de Seille et Grand Couronné,CC,42
200070647,Communauté d'agglomération Bergeracoise,CA,38
200070662,Communauté de communes Bretagne porte de Loire Communauté,CC,20
200070670,Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel,CC,19
200070688,Communauté de communes Couesnon Marches de Bretagne,CC,15
200070712,Communauté de communes Thiers Dore et Montagne,CC,30
200070720,Communauté de communes Médoc Atlantique,CC,14
200070738,Communauté de communes Mad et Moselle,CC,47
200070746,Communauté d'agglomération Sarreguemines Confluences,CA,38
200070753,Communauté d'agglomération Riom Limagne et Volcans,CA,31
200070761,Communauté de communes Ambert Livradois Forez,CC,58
200070779,Communauté de communes Brie des Rivières et Châteaux,CC,31
200070787,Communauté de communes du Plateau de Lannemezan,CC,57
200070795,Communauté de communes du Pays de Trie et du Magnoac,CC,50
200070803,Communauté de communes des Coteaux du Val d'Arros,CC,52
200070811,Communauté de communes Pyrénées Vallées des Gaves,CC,46
200070829,Communauté de communes Neste Barousse,CC,43
200070845,Communauté de communes Orne Lorraine Confluences,CC,41
200070852,Communauté de communes Usses et Rhône,CC,26
200070894,Communauté de communes de Gevrey-Chambertin et de Nuits-Saint-Georges,CC,55
200070902,Communauté de communes Auxonne Pontailler Val de Saône,CC,35
200070910,Communauté de communes Tille et Venelle,CC,18
200070928,Communauté de communes Terre de Picardie,CC,43
200070936,Communauté de communes Ponthieu-Marquenterre,CC,70
200070944,Communauté de communes du Vimeu,CC,25
200070951,Communauté de communes du Territoire Nord Picardie,CC,65
200070969,Communauté de communes Avre Luce Noye,CC,47
200070977,Communauté de communes du Grand Roye,CC,62
200070985,Communauté de communes de l'Est de la Somme,CC,41
200070993,Communauté d'agglomération de la Baie de Somme,CA,43
200071017,Communauté de communes des Terres d'Auxois,CC,76
200071025,Communauté de communes Haute-Provence-Pays de Banon,CC,21
200071033,Communauté de communes Jabron-Lure-Vançon-Durance,CC,14
200071041,Communauté de communes du Chaourçois et du Val d'Armance,CC,42
200071058,Communauté de communes Les Avant-Monts,CC,25
200071066,Communauté d'agglomération de Saint-Dié-des-Vosges,CA,77
200071074,Communauté de communes Les Portes de l'Ile de France,CC,18
200071082,Communauté d'agglomération Montluçon Communauté,CA,21
200071116,Communauté d'agglomération ECLA  (Espace Communautaire Lons Agglomération),CA,32
200071140,Communauté d'agglomération Moulins Communauté,CA,44
200071165,Communauté d'agglomération Les Sables d'Olonne Agglomération,CA,5
200071173,Communauté de communes du Pays Arnay Liernais,CC,34
200071181,Communauté de communes Somme Sud-Ouest,CC,119
200071199,Communauté de communes Plaine Limagne,CC,25
200071207,Communauté de communes de Pouilly-en-Auxois/Bligny-sur-Ouche,CC,47
200071215,Communauté de communes Chavanon Combrailles et Volcans,CC,36
200071223,Communauté de communes Nièvre et Somme,CC,36
200071298,Communauté de communes des Terres du Lauragais,CC,58
200071314,Communauté de communes des Hauts-Tolosans,CC,29
200071363,Communauté d'agglomération Vichy Communauté,CA,39
200071371,Communauté de communes Bresse et Saône,CC,20
200071389,Communauté de communes Saint-Pourçain Sioule Limagne,CC,60
200071405,Communauté de communes Ardèche Rhône Coiron,CC,15
200071413,Communauté d'agglomération Privas Centre Ardèche,CA,42
200071454,Communauté d'agglomération Evreux Portes de Normandie,CA,74
200071470,Communauté de communes Entr'Allier Besbre et Loire,CC,44
200071496,Communauté de communes du Bocage Bourbonnais,CC,25
200071504,Communauté de communes des Collines du Perche Normand,CC,16
200071512,Communauté de communes Commentry Montmarault Néris Communauté,CC,33
200071520,Communauté de communes Domfront Tinchebray Interco,CC,15
200071538,Communauté de communes Terres de Bresse,CC,25
200071546,Communauté de communes Sud Retz Atlantique,CC,8
200071553,Communauté de communes Loire Layon Aubance,CC,19
200071579,Communauté de communes Bresse Louhannaise Intercom',CC,30
200071587,Communauté de communes Loches Sud Touraine,CC,67
200071595,"Communauté de communes Arbois, Poligny, Salins, Cœur du Jura",CC,65
200071629,Communauté de communes Challans-Gois Communauté,CC,11
200071645,Communauté de communes Saint Cyr Mère Boitier entre Charolais et Mâconnais,CC,16
200071652,Communauté de communes du Pays Fertois et du Bocage Carrougien,CC,19
200071678,Communauté d'agglomération Cholet Agglomération,CA,26
200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,CA,74
200071769,Communauté de communes Picardie des Châteaux,CC,36
200071777,"Communauté de communes d'Arcis, Mailly, Ramerupt",CC,39
200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,CA,48
200071819,Communauté de communes du Périgord Nontronnais,CC,28
200071827,Communauté d'agglomération du Grand Angoulême,CA,38
200071843,Communauté de communes du Vexin Normand,CC,39
200071850,Communauté de communes du Pithiverais-Gâtinais,CC,31
200071868,Communauté de communes des Vallées du Haut-Anjou,CC,15
200071876,Communauté d'agglomération Saumur Val de Loire,CA,45
200071884,Communauté de communes Le Grand Charolais,CC,44
200071892,Communauté d'agglomération du Saint-Quentinois,CA,39
200071900,Communauté de communes Vendée Grand Littoral,CC,20
200071918,Communauté de communes du Pays de Saint-Fulgent - Les Essarts,CC,12
200071926,Communauté de communes du Limouxin,CC,76
200071934,Communauté de communes Pays de Fontenay-Vendée,CC,25
200071942,Communauté de communes Haut Limousin en Marche,CC,40
200071967,Communauté de communes Pays d'Évian Vallée d'Abondance,CC,22
200071983,Communauté de communes Thiérache Sambre et Oise,CC,36
200071991,Communauté de communes Retz-en-Valois,CC,54
200072007,Communauté de communes de la Montagne d'Ardèche,CC,28
200072015,Communauté d'agglomération Annonay Rhône Agglo,CA,29
200072023,Communauté de communes Cœur de Charente,CC,48
200072031,Communauté d'agglomération de la Région de Château-Thierry,CA,87
200072049,Communauté de communes de Charente Limousine,CC,58
200072056,Communauté de communes Porte du Jura,CC,21
200072064,Communauté de communes Val-de-Cher-Controis,CC,33
200072072,Communauté d'agglomération Territoires Vendômois,CA,65
200072080,Communauté de communes du Pays de Saint-Éloy,CC,34
200072098,Communauté de communes Combrailles Sioule et Morge,CC,29
200072106,Communauté de communes Adour Madiran,CC,72
200072130,Communauté d'agglomération du Pays de Meaux,CA,26
200072304,Communauté de communes Vallée de l'Ubaye - Serre-Ponçon,CC,13
200072312,Communauté d'agglomération Seine Normandie Agglomération,CA,61
200072320,Communauté de communes Val de Gers,CC,42
200072346,Communauté d'agglomération du Pays de Fontainebleau,CA,26
200072452,Communauté d'agglomération Fougères Agglomération,CA,28
200072460,"Communauté d'agglomération de Béthune-Bruay, Artois-Lys Romane",CA,100
200072478,Communauté de communes Pays d'Opale,CC,23
200072544,Communauté de communes des Deux Morin,CC,31
200072635,Communauté de communes Pyrénées Haut Garonnaises,CC,76
200072643,Communauté de communes Cœur et Coteaux du Comminges,CC,104
200072650,Communauté de communes Touraine Vallée de l'Indre,CC,22
200072668,Communauté de communes Touraine Val de Vienne,CC,40
200072676,Communauté de communes Maine Saosnois,CC,51
200072684,Communauté de communes Le Gesnois Bilurien,CC,21
200072692,Communauté de communes des Vallées de la Braye et de l'Anille,CC,19
200072700,Communauté de communes Haute Sarthe Alpes Mancelles,CC,38
200072718,Communauté de communes de la Champagne Conlinoise et du Pays de Sillé,CC,24
200072726,Communauté de communes Châteaubriant-Derval,CC,26
200072734,Communauté de communes Estuaire et Sillon,CC,11
200072825,Communauté de communes Mirebellois et Fontenois,CC,32
200072874,Communauté de communes Val Briard,CC,21
200072882,Communauté de communes de Vie et Boulogne,CC,15
200072981,Communauté de communes Touraine Ouest Val de Loire,CC,28
200072999,Communauté de communes du Grand Langres,CC,54
200073013,Communauté de communes Carnelle Pays-de-France,CC,19
200073096,Communauté d'agglomération Arche Agglo,CA,41
200073104,Communauté de communes de l'Île-Rousse - Balagne,CC,22
200073112,Communauté de communes Sud Sarthe,CC,19
200073120,Communauté de communes Nebbiu - Conca d'Oro,CC,15
200073138,Communauté de communes Pasquale Paoli,CC,42
200073146,Communauté de communes Cagire Garonne Salat,CC,55
200073161,Communauté de communes Touraine-Est Vallées,CC,10
200073237,Communauté de communes de Gâtine-Racan,CC,19
200073245,Communauté de communes du Bassin d'Aubenas,CC,28
200073252,Communauté de communes de la Castagniccia-Casinca,CC,42
200073260,Communauté de communes Sud Vendée Littoral,CC,42
200073344,Communauté d'agglomération Rambouillet Territoires,CA,36
200073393,Communauté de communes des Rives du Haut Allier,CC,60
200073401,Communauté de communes Mézenc-Loire-Meygal,CC,22
200073419,Communauté d'agglomération du Puy-en-Velay,CA,72
200073427,Communauté de communes Marches du Velay-Rochebaron,CC,14
200077014,Communauté d'agglomération Vienne Condrieu,CA,30
200083392,Communauté d'agglomération Laval Agglomération,CA,34
200084952,Communauté urbaine Le Havre Seine Métropole,CU,54
200085728,Communauté de communes Brioude Sud Auvergne,CC,27
200085751,Communauté de communes Entre Bièvre et Rhône,CC,37
200089456,Communauté d'agglomération Seine-Eure,CA,60
200090504,Communauté d'agglomération Coulommiers Pays de Brie,CA,54
200090561,Communauté de communes Vierzon-Sologne-Berry,CC,16
200090579,Communauté de communes Terre d'Émeraude Communauté,CC,92
200090751,Communauté d'agglomération Grand Calais Terres et Mers,CA,14
200093201,Métropole Européenne de Lille,METRO,95
200096634,Communauté de communes des Hautes Vosges,CC,14
200096642,Communauté de communes Gérardmer Hautes Vosges,CC,8
200096675,Communauté de communes Baud Communauté,CC,6
200096683,Communauté de communes Centre Morbihan Communauté,CC,12
200096956,Communauté d'agglomération Agglomération d'Agen,CA,44
240100610,Communauté de communes de la Côtière à Montluel,CC,9
240100750,Communauté d'agglomération du Pays de Gex,CA,27
240100800,Communauté de communes de Miribel et du Plateau,CC,6
240100883,Communauté de communes de la Plaine de l'Ain,CC,53
240100891,Communauté de communes Terre Valserhône,CC,12
240200444,Communauté de communes de la Thiérache du Centre,CC,68
240200469,Communauté de communes du Pays de la Serre,CC,42
240200477,Communauté d'agglomération GrandSoissons Agglomération,CA,27
240200493,Communauté de communes du Pays du Vermandois,CC,54
240200501,Communauté de communes du Val de l'Aisne,CC,56
240200519,Communauté de communes du Canton d'Oulchy-le-Château,CC,26
240200576,Communauté de communes de la Champagne Picarde,CC,46
240200584,Communauté de communes du Canton de Charly-sur-Marne,CC,21
240200592,Communauté de communes du Chemin des Dames,CC,30
240200600,Communauté de communes des Trois Rivières,CC,26
240200634,Communauté de communes des Portes de la Thiérache,CC,30
240300491,Communauté de communes du Pays de Lapalisse,CC,14
240300558,Communauté de communes du Pays de Tronçais,CC,15
240300566,Communauté de communes du Val de Cher,CC,7
240300657,Communauté de communes du Pays d'Huriel,CC,14
240400440,Communauté de communes Pays Forcalquier et Montagne de Lure,CC,13
240500439,Communauté de communes du Briançonnais,CC,13
240500462,Communauté de communes du Pays des Ecrins,CC,8
240600551,Communauté d'agglomération de la Riviera Française,CA,15
240600585,Communauté d'agglomération de Sophia Antipolis,CA,24
240600593,Communauté de communes du Pays des Paillons,CC,11
240700302,Communauté de communes du Pays Beaume-Drobie,CC,19
240700617,Communauté de communes Val de Ligne,CC,11
240700716,Communauté de communes du Val d'Ay,CC,8
240700815,Communauté de communes Berg et Coiron,CC,13
240700864,Communauté de communes du Rhône aux Gorges de l'Ardèche,CC,9
240800821,"Communauté de communes Ardenne, Rives de Meuse",CC,19
240800847,Communauté de communes des Portes du Luxembourg,CC,49
240800862,Communauté de communes des Crêtes Préardennaises,CC,94
240800920,Communauté de communes de l'Argonne Ardennaise,CC,95
240900431,Communauté de communes du Pays de Tarascon,CC,20
240900464,Communauté de communes du Pays d'Olmes,CC,24
241000223,"Communauté de communes Forêts, Lacs, Terres en Champagne",CC,15
241000405,Communauté de communes de la Région de Bar-sur-Aube,CC,27
241000447,Communauté de communes du Pays d'Othe,CC,14
241000488,Communauté de communes de l'Orvin et de l'Ardusson,CC,25
241100593,Communauté d'agglomération Le Grand Narbonne,CA,37
241200187,Communauté d'agglomération Rodez Agglomération,CA,8
241200542,Communauté de communes du Réquistanais,CC,11
241200567,Communauté de communes de Millau Grands Causses,CC,15
241200625,Communauté de communes du Pays Rignacois,CC,8
241200641,Communauté de communes Conques-Marcillac,CC,12
241200674,Communauté de communes du Plateau de Montbazens,CC,13
241200807,Communauté de communes Aveyron Bas Ségala Viaur,CC,7
241200906,Communauté de communes Larzac et Vallées,CC,16
241200914,Communauté de communes de la Muse et des Raspes du Tarn,CC,13
241300375,Communauté de communes Vallée des Baux-Alpilles (CC VBA),CC,10
241300417,Communauté d'agglomération d'Arles-Crau-Camargue-Montagnette,CA,6
241400415,Communauté de communes Cœur Côte Fleurie,CC,12
241400514,Communauté de communes du Pays de Falaise,CC,58
241400555,Communauté de communes de Bayeux Intercom,CC,36
241400860,Communauté de communes Cœur de Nacre,CC,13
241400878,Communauté de communes Terre d'Auge,CC,44
241500230,Communauté d'agglomération Aurillac Agglomération,CA,25
241500255,Communauté de communes du Pays Gentiane,CC,17
241500271,Communauté de communes du Pays de Mauriac,CC,11
241501055,Communauté de communes Sumène - Artense,CC,16
241501089,Communauté de communes Cère et Goul en Carladès,CC,11
241501139,Communauté de communes du Pays de Salers,CC,27
241600303,Communauté de communes du Rouillacais,CC,13
241700434,Communauté d'agglomération de La Rochelle,CA,28
241700459,Communauté de communes de l'Île de Ré,CC,10
241700517,Communauté de communes Cœur de Saintonge,CC,18
241700624,Communauté de communes de l'Île d'Oléron,CC,8
241700632,Communauté de communes de Gémozac et de la Saintonge Viticole,CC,16
241700640,Communauté d'agglomération Royan Atlantique,CA,33
241700699,Communauté de communes du Bassin de Marennes,CC,6
241800374,Communauté de communes La Septaine,CC,15
241800424,Communauté de communes du Dunois,CC,16
241800432,Communauté de communes Les Trois Provinces,CC,11
241800457,Communauté de communes FerCher,CC,9
241800507,Communauté d'agglomération Bourges Plus,CA,17
241900133,Communauté de communes de Ventadour - Egletons - Monédières,CC,19
241927201,Communauté d'agglomération Tulle Agglo,CA,43
241927243,Communauté de communes du Pays d'Uzerche,CC,12
242000354,Communauté d'agglomération de Bastia,CA,5
242000495,Communauté de communes de l'Alta Rocca,CC,18
242000503,Communauté de communes Celavu-Prunelli,CC,10
242010056,Communauté d'agglomération du Pays Ajaccien,CA,10
242010130,Communauté de communes du Sartenais Valinco Taravo,CC,18
242020071,Communauté de communes du Centre Corse,CC,10
242020105,Communauté de communes de Calvi Balagne,CC,14
242100154,Communauté de communes des Vallées de la Tille et de l'Ignon,CC,23
242100410,Dijon Métropole,METRO,23
242101434,Communauté de communes du Pays Châtillonnais,CC,107
242101442,Communauté de communes Saulieu-Morvan,CC,12
242101459,Communauté de communes du Pays d'Alésia et de la Seine,CC,24
242101491,Communauté de communes du Montbardois,CC,33
242101509,Communauté de communes Rives de Saône,CC,38
242200715,Communauté de communes du Kreiz-Breizh (CCKB),CC,23
242300135,Communauté de communes du Pays Sostranien,CC,10
242320000,Communauté de communes de Bénévent Grand Bourg,CC,16
242320109,Communauté de communes du Pays Dunois,CC,17
242400752,Communauté de communes Périgord-Limousin,CC,22
242400935,Communauté de communes du Pays de Saint-Aulaye,CC,6
242401024,Communauté de communes Isle-Loue-Auvézère en Périgord,CC,28
242500320,Communauté de communes entre Doubs et Loue,CC,12
242500338,Communauté de communes du Grand Pontarlier,CC,10
242500361,Communauté urbaine Grand Besançon Métropole,CU,67
242504116,Communauté de communes du Val de Morteau,CC,8
242504181,Communauté de communes des Portes du Haut-Doubs,CC,47
242504355,Communauté de communes du Plateau de Russey,CC,17
242504371,Communauté de communes du Pays de Sancey-Belleherbe,CC,27
242504447,Communauté de communes du Doubs Baumois,CC,58
242504488,Communauté de communes Altitude 800,CC,9
242504496,Communauté de communes du Plateau de Frasne et du Val du Drugeon (CFD),CC,10
242600252,Communauté de communes du Val de Drôme en Biovallée,CC,29
242600492,Communauté de communes Dieulefit-Bourdeaux,CC,21
242600534,Communauté de communes du Diois,CC,50
242700276,Communauté de communes du Pays de Conches,CC,25
242700607,Communauté de communes du Pays du Neubourg,CC,41
242852465,Communauté de communes du Bonnevalais,CC,19
242900074,Communauté de communes du Pays d'Iroise,CC,19
242900314,Brest Métropole,METRO,8
242900553,Communauté de communes du Pays des Abers,CC,13
242900561,Communauté de communes de Haute Cornouaille,CC,11
242900629,Communauté de communes Cap Sizun - Pointe du Raz,CC,10
242900645,Communauté de communes Douarnenez Communauté,CC,5
242900660,Communauté de communes du Pays Fouesnantais,CC,7
242900694,Communauté d'agglomération Quimperlé Communauté,CA,16
242900702,Communauté de communes du Pays Bigouden Sud,CC,12
242900710,Communauté de communes du Haut Pays Bigouden,CC,10
242900744,Communauté de communes Poher communauté,CC,11
242900751,Communauté de communes du Pays de Landivisiau,CC,19
242900769,Communauté d'agglomération Concarneau Cornouaille Agglomération,CA,9
242900793,Communauté de communes Communauté Lesneven Côte des Légendes,CC,14
242900801,Communauté d'agglomération du Pays de Landerneau-Daoulas,CA,22
242900835,Communauté d'agglomération Morlaix Communauté,CA,26
243000270,Communauté de communes du Pays Viganais,CC,21
243000296,Communauté de communes du Pays de Sommières,CC,18
243000569,"Communauté de communes Rhony, Vistre, Vidourle",CC,10
243000585,Communauté de communes Beaucaire Terre d'Argence,CC,5
243000593,Communauté de communes de Petite Camargue,CC,5
243000643,Communauté d'agglomération de Nîmes Métropole,CA,39
243000650,Communauté de communes Terre de Camargue,CC,3
243000684,Communauté de communes du Pont du Gard,CC,15
243100518,Toulouse Métropole,METRO,37
243100567,Communauté de communes Aux sources du Canal du Midi,CC,28
243100633,Communauté d'agglomération du Sicoval,CA,36
243100732,Communauté de communes des Coteaux du Girou,CC,18
243100773,Communauté de communes Val'Aïgo,CC,9
243100781,Communauté d'agglomération Le Grand Ouest Toulousain,CA,9
243100815,Communauté de communes des Coteaux Bellevue,CC,7
243200391,Communauté de communes de la Lomagne Gersoise,CC,43
243200409,Communauté de communes du Bas Armagnac,CC,26
243200417,Communauté de communes de la Tenarèze,CC,26
243200425,Communauté de communes Cœur d'Astarac en Gascogne,CC,19
243200458,Communauté de communes du Grand Armagnac,CC,25
243200508,Communauté de communes Bastides et Vallons du Gers,CC,30
243200599,Communauté de communes du Saves,CC,32
243200607,Communauté de communes Artagnan de Fezensac,CC,25
243300316,Bordeaux Métropole,METRO,28
243300563,Communauté d'agglomération Bassin d'Arcachon Sud (COBAS),CA,4
243300811,Communauté de communes de l'Estuaire,CC,14
243301165,Communauté de communes Jalle-Eau-Bourde,CC,3
243301181,Communauté de communes Latitude Nord Gironde,CC,12
243301215,Communauté de communes du Créonnais,CC,15
243301223,Communauté de communes du Grand Cubzaguais,CC,16
243301249,Communauté de communes Les Rives de la Laurence,CC,6
243301264,Communauté de communes de Montesquieu,CC,13
243301355,Communauté de communes Les Coteaux Bordelais,CC,8
243301371,Communauté de communes du Pays Foyen,CC,20
243301389,Communauté de communes Médullienne,CC,10
243301397,Communauté de communes du Fronsadais,CC,18
243301405,Communauté de communes du Val de l'Eyre,CC,5
243301439,Communauté de communes des Portes de l'Entre-Deux-Mers,CC,11
243301447,Communauté de communes Médoc Estuaire,CC,10
243301454,Communauté de communes Castillon/Pujols,CC,31
243301504,Communauté d'agglomération du Bassin d'Arcachon Nord,CA,8
243400017,Montpellier Méditerranée Métropole,METRO,31
243400355,Communauté de communes du Clermontais,CC,21
243400470,Communauté d'agglomération du Pays de l'Or,CA,8
243400488,Communauté de communes La Domitienne,CC,8
243400520,Communauté d'agglomération Lunel Agglo,CA,14
243400694,Communauté de communes Vallée de l'Hérault,CC,28
243400736,Communauté de communes des Cévennes Gangeoises et Suménoises,CC,13
243400769,Communauté d'agglomération de Béziers-Méditerranée,CA,17
243400819,Communauté d'agglomération Hérault-Méditerranée,CA,20
243500139,Rennes Métropole,METRO,43
243500550,Communauté de communes Montfort Communauté,CC,8
243500618,Communauté de communes Brocéliande Communauté,CC,8
243500634,Communauté de communes Roche aux Fées Communauté,CC,16
243500659,Communauté de communes Pays de Châteaugiron Communauté,CC,5
243500667,Communauté de communes Val d'Ille-Aubigné,CC,19
243500725,Communauté de communes Côte d'Émeraude,CC,8
243500733,Communauté de communes Bretagne Romantique,CC,25
243500741,Communauté d'agglomération Redon Agglomération,CA,31
243500774,Communauté de communes Liffré-Cormier Communauté,CC,9
243500782,Communauté d'agglomération du Pays de Saint Malo Agglomération,CA,18
243600202,Communauté de communes Chabris - Pays de Bazelle,CC,10
243600236,Communauté de communes du Pays d'Issoudun,CC,12
243600293,Communauté de communes Levroux Boischaut Champagne,CC,10
243600301,Communauté de communes Val de l'Indre - Brenne,CC,12
243600319,Communauté de communes Brenne - Val de Creuse,CC,28
243600327,Communauté d'agglomération Châteauroux Métropole,CA,14
243600343,Communauté de communes Cœur de Brenne,CC,11
243600350,Communauté de communes de la Châtre et Sainte-Sévère,CC,30
243700499,Communauté de communes du Castelrenaudais,CC,16
243700754,Tours Métropole Val de Loire,METRO,22
243700820,Communauté de communes Autour de Chenonceaux Bléré-Val de Cher,CC,15
243800604,Communauté d'agglomération Porte de l'Isère (CAPI),CA,22
243800745,Communauté de communes de l'Oisans,CC,19
243800935,Communauté de communes Lyon Saint Exupéry en Dauphiné,CC,6
243800984,Communauté d'agglomération du Pays Voironnais,CA,31
243801024,Communauté de communes du Massif du Vercors,CC,6
243801073,Communauté de communes de Bièvre Est,CC,14
243801255,Communauté de communes Collines Isère Nord Communauté,CC,10
243900354,Communauté de communes de la Station des Rousses-Haut Jura,CC,4
243900420,Communauté de communes du Val d'Amour,CC,24
243900479,Communauté de communes Haut-Jura Arcade Communauté,CC,4
243900560,Communauté de communes Jura Nord,CC,32
243900610,Communauté de communes La Grandvallière,CC,8
243901089,Communauté de communes de la Plaine Jurassienne,CC,21
244000543,Communauté de communes de Mimizan,CC,6
244000659,Communauté de communes du Seignanx,CC,8
244000675,Communauté d'agglomération du Grand Dax,CA,20
244000691,Communauté de communes du Pays Morcenais,CC,6
244000766,Communauté de communes du Pays Tarusate,CC,17
244000774,Communauté de communes du Pays de Villeneuve en Armagnac Landais,CC,12
244000808,Mont de Marsan Agglomération,CA,18
244000824,Communauté de communes du Pays Grenadois,CC,11
244000857,Communauté de communes Côte Landes Nature,CC,10
244000865,Communauté de communes Maremne Adour Côte Sud,CC,23
244000873,Communauté de communes des Grands Lacs,CC,7
244000881,Communauté de communes Coteaux et Vallées des Luys,CC,16
244100293,Communauté de communes des Collines du Perche,CC,12
244100780,Communauté de communes de la Sologne des Étangs,CC,12
244100798,Communauté de communes du Grand Chambord,CC,16
244100806,Communauté de communes de la Sologne des Rivières,CC,7
244200614,Communauté de communes des Vals d'Aix et Isable,CC,12
