commune_id,territoire_id,territoire_libelle,territoire_libelle_complet,departement_id
01001,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01002,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01004,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01005,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01006,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01007,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01008,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01009,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01010,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01011,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01012,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01013,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01014,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01015,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01016,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01017,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01019,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01021,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01022,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01023,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01024,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01025,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01026,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01027,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01028,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01029,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01030,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01031,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01032,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01033,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01034,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01035,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01036,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01037,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01038,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01039,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01040,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01041,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01042,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01043,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01044,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01045,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01046,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01047,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01049,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01050,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01051,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01052,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01053,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01054,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01056,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01057,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01058,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01060,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01061,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01062,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01063,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01064,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01065,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01066,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01067,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01068,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01069,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01071,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01072,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01073,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01074,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01075,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01076,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01077,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01078,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01079,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01080,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01081,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01082,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01083,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01084,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01085,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01087,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01088,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01089,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01090,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01092,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01093,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01094,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01095,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01096,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01098,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01099,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01100,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01101,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01102,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01103,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01104,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01105,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01106,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01107,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01108,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01109,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01110,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01111,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01112,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01113,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01114,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01115,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01116,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01117,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01118,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01121,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01123,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01124,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01125,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01127,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01128,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01129,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01130,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01133,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01134,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01135,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01136,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01138,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01139,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01140,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01141,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01142,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01143,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01145,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01146,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01147,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01148,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01149,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01150,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01151,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01152,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01153,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01155,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01156,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01157,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01158,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01159,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01160,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01162,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01163,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01165,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01166,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01167,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01169,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01170,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01171,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01173,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01174,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01175,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01177,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01179,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01180,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01181,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01183,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01184,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01185,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01187,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01188,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01189,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01190,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01191,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01192,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01193,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01194,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01195,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01196,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01197,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01198,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01199,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01200,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01202,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01203,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01204,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01206,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01207,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01208,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01209,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01210,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01211,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01212,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01213,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01214,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01215,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01216,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01219,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01224,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01225,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01227,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01228,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01229,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01230,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01231,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01232,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01233,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01234,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01235,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01236,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
01237,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01238,CLPE01002,ZONE 2 DOMBES COTIERE,DOMBES - SAÔNE - CÔTIÈRE,01
01239,CLPE01003,ZONE 3 CCPA BSUD RAPC,PLAINE DE L’AIN - BUGEY SUD - RIVES DE LAIN PAYS DU CERDON,01
01240,CLPE01004,ZONE 4 HBA PAYS DE GEX,HAUT BUGEY AGGLOMÉRATION - VALSERHÔNE - PAYS DE GEX,01
01241,CLPE01001,ZONE 1 GBA BRESSE VEYLE,GRAND BOURG AGGLOMÉRATION - BRESSE - VEYLE,01
