code_insee,libelle_commune,code_dept,code_region,code_epci,nature_epci,code_arrondissement,code_canton_ville,code_zone_emploi
21320,Izier,21,27,200000925,CC,212,2115,2711
21321,Jailly-les-Moulins,21,27,242101459,CC,213,2119,2709
21322,Jallanges,21,27,242101509,CC,211,2104,2704
21323,Jancigny,21,27,200072825,CC,212,2121,2711
21324,Jeux-lès-Bard,21,27,200071017,CC,213,2122,2709
21325,Jouey,21,27,200071173,CC,211,2101,2704
21326,Jours-lès-Baigneux,21,27,242101434,CC,213,2105,2709
21327,Val-Mont,21,27,200006682,CA,211,2101,2704
21328,Juillenay,21,27,200071017,CC,213,2122,2709
21329,Juilly,21,27,200071017,CC,213,2122,2709
21330,Labergement-Foigney,21,27,200000925,CC,212,2115,2711
21331,Labergement-lès-Auxonne,21,27,200070902,CC,212,2102,2711
21332,Labergement-lès-Seurre,21,27,242101509,CC,211,2104,2704
21333,Labruyère,21,27,242101509,CC,211,2104,2711
21334,Lacanche,21,27,200071173,CC,211,2101,2704
21335,Lacour-d'Arcenay,21,27,200071017,CC,213,2122,2709
21336,Laignes,21,27,242101434,CC,213,2105,2702
21337,Lamarche-sur-Saône,21,27,200070902,CC,212,2102,2711
21338,Lamargelle,21,27,200039063,CC,212,2116,2711
21339,Lantenay,21,27,200039055,CC,212,2123,2711
21340,Lanthes,21,27,242101509,CC,211,2104,2704
21341,Lantilly,21,27,200071017,CC,213,2122,2709
21342,Laperrière-sur-Saône,21,27,242101509,CC,211,2104,2712
21343,Larrey,21,27,242101434,CC,213,2105,2709
21344,Lechâtelet,21,27,242101509,CC,211,2104,2711
21345,Léry,21,27,200039063,CC,212,2116,2711
21346,Leuglay,21,27,242101434,CC,213,2105,2711
21347,Levernois,21,27,200006682,CA,211,2117,2704
21348,Licey-sur-Vingeanne,21,27,200072825,CC,212,2121,2711
21349,Liernais,21,27,200071173,CC,211,2101,2709
21350,Lignerolles,21,27,242101434,CC,213,2105,2711
21351,Longchamp,21,27,200000925,CC,212,2115,2711
21352,Longeault-Pluvault,21,27,200000925,CC,212,2115,2711
21353,Longecourt-en-Plaine,21,27,200000925,CC,212,2115,2711
21354,Longecourt-lès-Culêtre,21,27,200071173,CC,211,2101,2709
21355,Longvic,21,27,242100410,ME,212,2118,2711
21356,Losne,21,27,242101509,CC,211,2104,2711
21357,Louesme,21,27,242101434,CC,213,2105,2709
21358,Lucenay-le-Duc,21,27,242101491,CC,213,2119,2709
21359,Lucey,21,27,242101434,CC,213,2105,2711
21360,Lusigny-sur-Ouche,21,27,200071207,CC,211,2101,2704
21361,Lux,21,27,242100154,CC,212,2116,2711
21362,Maconge,21,27,200071207,CC,211,2101,2709
21363,Magnien,21,27,200071173,CC,211,2101,2704
21364,Magny-Lambert,21,27,242101434,CC,213,2105,2709
21365,Magny-la-Ville,21,27,200071017,CC,213,2122,2709
21366,Magny-lès-Aubigny,21,27,242101509,CC,211,2104,2711
21367,Magny-Montarlot,21,27,200070902,CC,212,2102,2711
21368,Magny-lès-Villers,21,27,200070894,CC,211,2120,2704
21369,Magny-Saint-Médard,21,27,200072825,CC,212,2121,2711
21370,Magny-sur-Tille,21,27,242100410,ME,212,2107,2711
21371,Les Maillys,21,27,200070902,CC,212,2102,2711
21372,Maisey-le-Duc,21,27,242101434,CC,213,2105,2709
21373,Mâlain,21,27,200039055,CC,212,2123,2711
21374,Maligny,21,27,200071173,CC,211,2101,2704
21375,Manlay,21,27,200071173,CC,211,2101,2701
21376,Marandeuil,21,27,200070902,CC,212,2102,2711
21377,Marcellois,21,27,200071017,CC,213,2122,2711
21378,Marcenay,21,27,242101434,CC,213,2105,2702
21379,Marcheseuil,21,27,200071173,CC,211,2101,2709
21380,Marcigny-sous-Thil,21,27,200071017,CC,213,2122,2709
21381,Marcilly-et-Dracy,21,27,200071017,CC,213,2122,2709
21382,Marcilly-Ogny,21,27,200071207,CC,211,2101,2709
21383,Marcilly-sur-Tille,21,27,242100154,CC,212,2116,2711
21384,Marey-lès-Fussey,21,27,200070894,CC,211,2120,2704
21385,Marey-sur-Tille,21,27,242100154,CC,212,2116,2711
21386,Marigny-le-Cahouët,21,27,242101459,CC,213,2119,2709
21387,Marigny-lès-Reullée,21,27,200006682,CA,211,2117,2704
21388,Marliens,21,27,200000925,CC,212,2115,2711
21389,Marmagne,21,27,242101491,CC,213,2119,2709
21390,Marsannay-la-Côte,21,27,242100410,ME,212,2106,2711
21391,Marsannay-le-Bois,21,27,242100154,CC,212,2116,2711
21392,Martrois,21,27,200071207,CC,211,2101,2709
21393,Massingy,21,27,242101434,CC,213,2105,2709
21394,Massingy-lès-Semur,21,27,200071017,CC,213,2122,2709
21395,Massingy-lès-Vitteaux,21,27,200071017,CC,213,2122,2709
21396,Mauvilly,21,27,242101434,CC,213,2105,2709
21397,Mavilly-Mandelot,21,27,200006682,CA,211,2117,2704
21398,Maxilly-sur-Saône,21,27,200070902,CC,212,2102,2711
21399,Meilly-sur-Rouvres,21,27,200071207,CC,211,2101,2709
21400,Le Meix,21,27,200070910,CC,212,2116,2711
21401,Meloisey,21,27,200006682,CA,211,2117,2704
21402,Menesble,21,27,242101434,CC,213,2105,2711
21403,Ménessaire,21,27,200071173,CC,211,2101,2701
21404,Ménétreux-le-Pitois,21,27,242101459,CC,213,2119,2709
21405,Merceuil,21,27,200006682,CA,211,2117,2704
21406,Mesmont,21,27,200039055,CC,212,2123,2711
21407,Messanges,21,27,200070894,CC,211,2118,2704
21408,Messigny-et-Vantoux,21,27,200039063,CC,212,2114,2711
21409,Meuilley,21,27,200070894,CC,211,2120,2704
21410,Meulson,21,27,242101434,CC,213,2105,2709
21411,Meursanges,21,27,200006682,CA,211,2117,2704
21412,Meursault,21,27,200006682,CA,211,2117,2704
21413,Millery,21,27,200071017,CC,213,2122,2709
21414,Mimeure,21,27,200071173,CC,211,2101,2704
21415,Minot,21,27,242101434,CC,213,2105,2711
21416,Mirebeau-sur-Bèze,21,27,200072825,CC,212,2121,2711
21417,Missery,21,27,200071017,CC,213,2122,2709
21418,Moitron,21,27,242101434,CC,213,2105,2711
21419,Molesme,21,27,242101434,CC,213,2105,2709
21420,Molinot,21,27,200006682,CA,211,2101,2704
21421,Moloy,21,27,242100154,CC,212,2116,2711
21422,Molphey,21,27,242101442,CC,213,2122,2709
21423,Montagny-lès-Beaune,21,27,200006682,CA,211,2117,2704
21424,Montagny-lès-Seurre,21,27,242101509,CC,211,2104,2711
21425,Montbard,21,27,242101491,CC,213,2119,2709
21426,Montberthault,21,27,200071017,CC,213,2122,2709
21427,Montceau-et-Écharnant,21,27,200071207,CC,211,2101,2704
21428,Monthelie,21,27,200006682,CA,211,2117,2704
21429,Montigny-Montfort,21,27,242101491,CC,213,2119,2709
21430,Montigny-Saint-Barthélemy,21,27,200071017,CC,213,2122,2709
21431,Montigny-sur-Armançon,21,27,200071017,CC,213,2122,2709
21432,Montigny-sur-Aube,21,27,242101434,CC,213,2105,2709
21433,Montigny-Mornay-Villeneuve-sur-Vingeanne,21,27,200072825,CC,212,2121,2711
21434,Montlay-en-Auxois,21,27,200071017,CC,213,2122,2709
21435,Montliot-et-Courcelles,21,27,242101434,CC,213,2105,2709
21436,Montmain,21,27,242101509,CC,211,2104,2704
21437,Montmançon,21,27,200070902,CC,212,2102,2711
21438,Montmoyen,21,27,242101434,CC,213,2105,2711
21439,Montoillot,21,27,200039055,CC,212,2123,2711
21440,Montot,21,27,242101509,CC,211,2104,2711
21441,Mont-Saint-Jean,21,27,200071207,CC,211,2101,2709
21442,Morey-Saint-Denis,21,27,200070894,CC,211,2118,2711
21444,Mosson,21,27,242101434,CC,213,2105,2709
21445,La Motte-Ternant,21,27,242101442,CC,213,2122,2709
21446,Moutiers-Saint-Jean,21,27,242101491,CC,213,2119,2709
21447,Musigny,21,27,200071173,CC,211,2101,2704
21448,Mussy-la-Fosse,21,27,242101459,CC,213,2119,2709
21449,Nan-sous-Thil,21,27,200071017,CC,213,2122,2709
21450,Nantoux,21,27,200006682,CA,211,2117,2704
21451,Nesle-et-Massoult,21,27,242101491,CC,213,2119,2709
21452,Neuilly-Crimolois,21,27,242100410,ME,212,2107,2711
21454,Nicey,21,27,242101434,CC,213,2105,2702
21455,Nod-sur-Seine,21,27,242101434,CC,213,2105,2709
21456,Nogent-lès-Montbard,21,27,242101491,CC,213,2119,2709
21457,Noidan,21,27,200071017,CC,213,2122,2709
21458,Noiron-sous-Gevrey,21,27,200070894,CC,211,2120,2711
21459,Noiron-sur-Bèze,21,27,200072825,CC,212,2121,2711
21460,Noiron-sur-Seine,21,27,242101434,CC,213,2105,2709
21461,Nolay,21,27,200006682,CA,211,2101,2704
21462,Norges-la-Ville,21,27,200069540,CC,212,2114,2711
21463,Normier,21,27,200071017,CC,213,2122,2709
21464,Nuits-Saint-Georges,21,27,200070894,CC,211,2120,2704
21465,Obtrée,21,27,242101434,CC,213,2105,2709
21466,Oigny,21,27,242101434,CC,213,2105,2711
21467,Oisilly,21,27,200072825,CC,212,2121,2711
21468,Orain,21,27,200072825,CC,212,2121,2711
21469,Orgeux,21,27,200069540,CC,212,2114,2711
21470,Origny,21,27,242101434,CC,213,2105,2709
21471,Orret,21,27,242101434,CC,213,2105,2711
21472,Orville,21,27,200070910,CC,212,2116,2711
21473,Ouges,21,27,242100410,ME,212,2118,2711
21474,Pagny-la-Ville,21,27,242101509,CC,211,2104,2711
21475,Pagny-le-Château,21,27,242101509,CC,211,2104,2711
21476,Painblanc,21,27,200071207,CC,211,2101,2704
21477,Panges,21,27,200039063,CC,212,2114,2711
21478,Pasques,21,27,200039055,CC,212,2123,2711
21479,Pellerey,21,27,200039063,CC,212,2116,2711
21480,Pernand-Vergelesses,21,27,200006682,CA,211,2117,2704
21481,Perrigny-lès-Dijon,21,27,242100410,ME,212,2118,2711
21482,Perrigny-sur-l'Ognon,21,27,200070902,CC,212,2102,2711
21483,Pichanges,21,27,242100154,CC,212,2116,2711
21484,Planay,21,27,242101491,CC,213,2119,2709
21485,Plombières-lès-Dijon,21,27,242100410,ME,212,2123,2711
21487,Pluvet,21,27,200000925,CC,212,2115,2711
21488,Poinçon-lès-Larrey,21,27,242101434,CC,213,2105,2709
21489,Poiseul-la-Grange,21,27,200039063,CC,212,2116,2711
21490,Poiseul-la-Ville-et-Laperrière,21,27,242101434,CC,213,2105,2709
21491,Poiseul-lès-Saulx,21,27,242100154,CC,212,2116,2711
21492,Pommard,21,27,200006682,CA,211,2117,2704
21493,Poncey-lès-Athée,21,27,200070902,CC,212,2102,2711
21494,Poncey-sur-l'Ignon,21,27,200039063,CC,212,2116,2711
21495,Pont,21,27,200070902,CC,212,2102,2711
21496,Pontailler-sur-Saône,21,27,200070902,CC,212,2102,2711
21497,Pont-et-Massène,21,27,200071017,CC,213,2122,2709
21498,Posanges,21,27,200071017,CC,213,2122,2709
21499,Pothières,21,27,242101434,CC,213,2105,2709
21500,Pouillenay,21,27,242101459,CC,213,2119,2709
21501,Pouilly-en-Auxois,21,27,200071207,CC,211,2101,2709
21502,Pouilly-sur-Saône,21,27,242101509,CC,211,2104,2704
21503,Pouilly-sur-Vingeanne,21,27,200072825,CC,212,2121,2711
21504,Prâlon,21,27,200039055,CC,212,2123,2711
21505,Précy-sous-Thil,21,27,200071017,CC,213,2122,2709
21506,Premeaux-Prissey,21,27,200070894,CC,211,2120,2704
21508,Prenois,21,27,200039063,CC,212,2114,2711
21510,Prusly-sur-Ource,21,27,242101434,CC,213,2105,2709
21511,Puits,21,27,242101434,CC,213,2105,2709
21512,Puligny-Montrachet,21,27,200006682,CA,211,2117,2704
21514,Quemigny-sur-Seine,21,27,242101434,CC,213,2105,2709
21515,Quetigny,21,27,242100410,ME,212,2107,2711
21516,Quincerot,21,27,242101491,CC,213,2119,2709
21517,Quincey,21,27,200070894,CC,211,2120,2704
21518,Quincy-le-Vicomte,21,27,242101491,CC,213,2119,2709
21519,Recey-sur-Ource,21,27,242101434,CC,213,2105,2711
21520,Remilly-en-Montagne,21,27,200039055,CC,212,2123,2711
21521,Remilly-sur-Tille,21,27,200069540,CC,212,2121,2711
21522,Renève,21,27,200072825,CC,212,2121,2711
21523,Reulle-Vergy,21,27,200070894,CC,211,2118,2711
21524,Riel-les-Eaux,21,27,242101434,CC,213,2105,2709
21525,La Roche-en-Brenil,21,27,242101442,CC,213,2122,2709
21526,Rochefort-sur-Brévon,21,27,242101434,CC,213,2105,2711
21527,La Rochepot,21,27,200006682,CA,211,2101,2704
21528,La Roche-Vanneau,21,27,242101459,CC,213,2119,2709
21529,Roilly,21,27,200071017,CC,213,2122,2709
21530,Rougemont,21,27,242101491,CC,213,2119,2709
21531,Rouvray,21,27,242101442,CC,213,2122,2709
21532,Rouvres-en-Plaine,21,27,200000925,CC,212,2115,2711
21533,Rouvres-sous-Meilly,21,27,200071207,CC,211,2101,2709
21534,Ruffey-lès-Beaune,21,27,200006682,CA,211,2117,2704
21535,Ruffey-lès-Echirey,21,27,200069540,CC,212,2114,2711
21536,Sacquenay,21,27,200070910,CC,212,2116,2711
21537,Saffres,21,27,200071017,CC,213,2122,2711
21538,Saint-Andeux,21,27,242101442,CC,213,2122,2709
21539,Saint-Anthot,21,27,200039055,CC,212,2123,2711
21540,Saint-Apollinaire,21,27,242100410,ME,212,2121,2711
21541,Saint-Aubin,21,27,200006682,CA,211,2117,2704
21542,Saint-Bernard,21,27,200070894,CC,211,2120,2711
21543,Saint-Broing-les-Moines,21,27,242101434,CC,213,2105,2711
21544,Sainte-Colombe-en-Auxois,21,27,200071017,CC,213,2122,2709
21545,Sainte-Colombe-sur-Seine,21,27,242101434,CC,213,2105,2709
21546,Saint-Didier,21,27,242101442,CC,213,2122,2709
21547,Saint-Euphrône,21,27,200071017,CC,213,2122,2709
21548,Saint-Germain-de-Modéon,21,27,242101442,CC,213,2122,2709
21549,Saint-Germain-le-Rocheux,21,27,242101434,CC,213,2105,2711
21550,Saint-Germain-lès-Senailly,21,27,242101491,CC,213,2119,2709
21552,Saint-Hélier,21,27,200071017,CC,213,2122,2711
21553,Saint-Jean-de-Bœuf,21,27,200039055,CC,212,2123,2711
21554,Saint-Jean-de-Losne,21,27,242101509,CC,211,2104,2711
21555,Saint-Julien,21,27,200069540,CC,212,2114,2711
21556,Saint-Léger-Triey,21,27,200070902,CC,212,2102,2711
21557,Saint-Marc-sur-Seine,21,27,242101434,CC,213,2105,2709
21558,Sainte-Marie-la-Blanche,21,27,200006682,CA,211,2117,2704
21559,Sainte-Marie-sur-Ouche,21,27,200039055,CC,212,2123,2711
21560,Saint-Martin-de-la-Mer,21,27,200071173,CC,211,2101,2709
21561,Saint-Martin-du-Mont,21,27,200039063,CC,212,2114,2711
21562,Saint-Maurice-sur-Vingeanne,21,27,200072825,CC,212,2121,2711
21563,Saint-Mesmin,21,27,200071017,CC,213,2122,2711
21564,Saint-Nicolas-lès-Cîteaux,21,27,200070894,CC,211,2120,2704
21565,Saint-Philibert,21,27,200070894,CC,211,2120,2711
21566,Saint-Pierre-en-Vaux,21,27,200071173,CC,211,2101,2704
21567,Saint-Prix-lès-Arnay,21,27,200071173,CC,211,2101,2704
21568,Saint-Rémy,21,27,242101491,CC,213,2119,2709
21569,Saint-Romain,21,27,200006682,CA,211,2117,2704
21570,Sainte-Sabine,21,27,200071207,CC,211,2101,2704
21571,Saint-Sauveur,21,27,200070902,CC,212,2102,2711
21572,Saint-Seine-en-Bâche,21,27,242101509,CC,211,2104,2712
21573,Saint-Seine-l'Abbaye,21,27,200039063,CC,212,2114,2711
21574,Saint-Seine-sur-Vingeanne,21,27,200072825,CC,212,2121,2711
21575,Saint-Symphorien-sur-Saône,21,27,242101509,CC,211,2104,2711
21576,Saint-Thibault,21,27,200071017,CC,213,2122,2709
21577,Saint-Usage,21,27,242101509,CC,211,2104,2711
21578,Saint-Victor-sur-Ouche,21,27,200039055,CC,212,2123,2711
21579,Salives,21,27,200070910,CC,212,2116,2711
21580,Salmaise,21,27,242101459,CC,213,2119,2711
21581,Samerey,21,27,242101509,CC,211,2104,2712
21582,Santenay,21,27,200006682,CA,211,2117,2704
21583,Santosse,21,27,200006682,CA,211,2101,2704
21584,Saulieu,21,27,242101442,CC,213,2122,2709
21585,Saulon-la-Chapelle,21,27,200070894,CC,211,2120,2711
21586,Saulon-la-Rue,21,27,200070894,CC,211,2120,2711
21587,Saulx-le-Duc,21,27,242100154,CC,212,2116,2711
21588,Saussey,21,27,200071207,CC,211,2101,2704
21589,Saussy,21,27,200039063,CC,212,2114,2711
21590,Savigny-lès-Beaune,21,27,200006682,CA,211,2117,2704
21591,Savigny-le-Sec,21,27,200039063,CC,212,2114,2711
21592,Savigny-sous-Mâlain,21,27,200039055,CC,212,2123,2711
21593,Savilly,21,27,200071173,CC,211,2101,2701
21594,Savoisy,21,27,242101434,CC,213,2105,2709
21595,Savolles,21,27,200072825,CC,212,2121,2711
21596,Savouges,21,27,200070894,CC,211,2120,2711
21597,Segrois,21,27,200070894,CC,211,2118,2711
21598,Seigny,21,27,242101491,CC,213,2119,2709
21599,Selongey,21,27,200070910,CC,212,2116,2711
21600,Semarey,21,27,200071207,CC,211,2101,2711
21601,Semezanges,21,27,200070894,CC,211,2118,2711
21602,Semond,21,27,242101434,CC,213,2105,2709
21603,Semur-en-Auxois,21,27,200071017,CC,213,2122,2709
21604,Senailly,21,27,242101491,CC,213,2119,2709
21605,Sennecey-lès-Dijon,21,27,242100410,ME,212,2107,2711
21606,Ladoix-Serrigny,21,27,200006682,CA,211,2117,2704
21607,Seurre,21,27,242101509,CC,211,2104,2704
21608,Sincey-lès-Rouvray,21,27,242101442,CC,213,2122,2709
21609,Soirans,21,27,200070902,CC,212,2102,2711
21610,Soissons-sur-Nacey,21,27,200070902,CC,212,2102,2711
21611,Sombernon,21,27,200039055,CC,212,2123,2711
21612,Souhey,21,27,200071017,CC,213,2122,2709
21613,Soussey-sur-Brionne,21,27,200071017,CC,213,2122,2709
21614,Spoy,21,27,242100154,CC,212,2116,2711
21615,Sussey,21,27,200071173,CC,211,2101,2709
21616,Tailly,21,27,200006682,CA,211,2117,2704
21617,Talant,21,27,242100410,ME,212,2123,2711
21618,Talmay,21,27,200070902,CC,212,2102,2711
21619,Tanay,21,27,200072825,CC,212,2121,2711
21620,Tarsul,21,27,242100154,CC,212,2116,2711
21622,Tart-le-Bas,21,27,200000925,CC,212,2115,2711
21623,Tart,21,27,200000925,CC,212,2115,2711
21624,Tellecey,21,27,200070902,CC,212,2102,2711
21625,Ternant,21,27,200070894,CC,211,2118,2711
21626,Terrefondrée,21,27,242101434,CC,213,2105,2711
21627,Thenissey,21,27,242101459,CC,213,2119,2709
21628,Thoires,21,27,242101434,CC,213,2105,2709
21629,Thoisy-la-Berchère,21,27,242101442,CC,213,2122,2709
21630,Thoisy-le-Désert,21,27,200071207,CC,211,2101,2709
21631,Thomirey,21,27,200071207,CC,211,2101,2704
21632,Thorey-en-Plaine,21,27,200000925,CC,212,2115,2711
21633,Thorey-sous-Charny,21,27,200071017,CC,213,2122,2709
21634,Thorey-sur-Ouche,21,27,200071207,CC,211,2101,2704
21635,Thoste,21,27,200071017,CC,213,2122,2709
21636,Thury,21,27,200006682,CA,211,2101,2704
21637,Tichey,21,27,242101509,CC,211,2104,2712
21638,Til-Châtel,21,27,242100154,CC,212,2116,2711
21639,Tillenay,21,27,200070902,CC,212,2102,2711
21640,Torcy-et-Pouligny,21,27,200071017,CC,213,2122,2709
21641,Touillon,21,27,242101491,CC,213,2119,2709
21642,Toutry,21,27,200071017,CC,213,2122,2709
21643,Tréclun,21,27,200070902,CC,212,2102,2711
21644,Trochères,21,27,200072825,CC,212,2121,2711
21645,Trouhans,21,27,242101509,CC,211,2104,2711
21646,Trouhaut,21,27,200039063,CC,212,2114,2711
21647,Trugny,21,27,242101509,CC,211,2104,2704
21648,Turcey,21,27,200039063,CC,212,2114,2711
21649,Uncey-le-Franc,21,27,200071017,CC,213,2122,2711
21650,Urcy,21,27,200070894,CC,211,2118,2711
21651,Val-Suzon,21,27,200039063,CC,212,2114,2711
21652,Vandenesse-en-Auxois,21,27,200071207,CC,211,2101,2704
21653,Vannaire,21,27,242101434,CC,213,2105,2709
21655,Vanvey,21,27,242101434,CC,213,2105,2711
21656,Varanges,21,27,200000925,CC,212,2115,2711
21657,Varois-et-Chaignot,21,27,200069540,CC,212,2121,2711
21659,Vaux-Saules,21,27,200039063,CC,212,2116,2711
21660,Veilly,21,27,200071207,CC,211,2101,2704
21661,Velars-sur-Ouche,21,27,200039055,CC,212,2123,2711
21662,Velogny,21,27,200071017,CC,213,2122,2709
21663,Venarey-les-Laumes,21,27,242101459,CC,213,2119,2709
21664,Verdonnet,21,27,242101491,CC,213,2119,2709
21665,Vernois-lès-Vesvres,21,27,200070910,CC,212,2116,2711
21666,Vernot,21,27,242100154,CC,212,2116,2711
21667,Véronnes,21,27,200070910,CC,212,2116,2711
21669,Verrey-sous-Drée,21,27,200039055,CC,212,2123,2711
21670,Verrey-sous-Salmaise,21,27,242101459,CC,213,2119,2711
21671,Vertault,21,27,242101434,CC,213,2105,2709
21672,Vesvres,21,27,200071017,CC,213,2122,2709
21673,Veuvey-sur-Ouche,21,27,200071207,CC,211,2101,2711
21674,Veuxhaulles-sur-Aube,21,27,242101434,CC,213,2105,2709
21675,Vianges,21,27,200071173,CC,211,2101,2709
21676,Vic-de-Chassenay,21,27,200071017,CC,213,2122,2709
21677,Vic-des-Prés,21,27,200071207,CC,211,2101,2704
21678,Vic-sous-Thil,21,27,200071017,CC,213,2122,2709
21679,Vieilmoulin,21,27,200039055,CC,212,2123,2711
21680,Vielverge,21,27,200070902,CC,212,2102,2711
21681,Vieux-Château,21,27,200071017,CC,213,2122,2709
21682,Viévigne,21,27,200072825,CC,212,2121,2711
21683,Viévy,21,27,200071173,CC,211,2101,2701
21684,Vignoles,21,27,200006682,CA,211,2117,2704
21685,Villaines-en-Duesmois,21,27,242101434,CC,213,2105,2709
21686,Villaines-les-Prévôtes,21,27,242101491,CC,213,2119,2709
21687,Villargoix,21,27,242101442,CC,213,2122,2709
21688,Villars-Fontaine,21,27,200070894,CC,211,2120,2704
21689,Villars-et-Villenotte,21,27,200071017,CC,213,2122,2709
21690,Villeberny,21,27,200071017,CC,213,2122,2709
21691,Villebichot,21,27,200070894,CC,211,2120,2711
21692,Villecomte,21,27,242100154,CC,212,2116,2711
21693,Villedieu,21,27,242101434,CC,213,2105,2709
21694,Villeferry,21,27,200071017,CC,213,2122,2709
21695,La Villeneuve-les-Convers,21,27,242101459,CC,213,2119,2709
21696,Villeneuve-sous-Charigny,21,27,200071017,CC,213,2122,2709
21698,Villers-la-Faye,21,27,200070894,CC,211,2120,2704
21699,Villers-les-Pots,21,27,200070902,CC,212,2102,2711
21700,Villers-Patras,21,27,242101434,CC,213,2105,2709
21701,Villers-Rotin,21,27,200070902,CC,212,2102,2712
21702,Villey-sur-Tille,21,27,242100154,CC,212,2116,2711
21703,Villiers-en-Morvan,21,27,200071173,CC,211,2101,2701
21704,Villiers-le-Duc,21,27,242101434,CC,213,2105,2711
21705,Villotte-Saint-Seine,21,27,200039063,CC,212,2114,2711
21706,Villotte-sur-Ource,21,27,242101434,CC,213,2105,2709
21707,Villy-en-Auxois,21,27,200071017,CC,213,2122,2709
21708,Villy-le-Moutier,21,27,200070894,CC,211,2120,2704
21709,Viserny,21,27,242101491,CC,213,2119,2709
21710,Vitteaux,21,27,200071017,CC,213,2122,2709
21711,Vix,21,27,242101434,CC,213,2105,2709
21712,Volnay,21,27,200006682,CA,211,2117,2704
21713,Vonges,21,27,200070902,CC,212,2102,2711
21714,Vosne-Romanée,21,27,200070894,CC,211,2120,2704
21715,Voudenay,21,27,200071173,CC,211,2101,2701
21716,Vougeot,21,27,200070894,CC,211,2120,2711
21717,Voulaines-les-Templiers,21,27,242101434,CC,213,2105,2711
22001,Allineuc,22,53,200067460,CC,224,2210,5316
22002,Andel,22,53,200069391,CA,224,2206,5307
22003,Aucaleuc,22,53,200068989,CA,221,2204,5304
22004,Bégard,22,53,200067981,CA,222,2201,5306
22005,Belle-Isle-en-Terre,22,53,200067981,CA,222,2203,5306
22006,Berhet,22,53,200065928,CA,223,2201,5308
22008,Bobital,22,53,200068989,CA,221,2208,5304
22009,Le Bodéo,22,53,200069409,CA,224,2213,5316
22011,Boqueho,22,53,200069086,CC,222,2215,5316
22012,La Bouillie,22,53,200069391,CA,224,2217,5307
22013,Bourbriac,22,53,200067981,CA,222,2203,5306
22014,Bourseul,22,53,200068989,CA,221,2214,5304
22015,Bréhand,22,53,200069391,CA,224,2216,5307
22016,Île-de-Bréhat,22,53,ZZZZZZZZZ,ZZ,224,2211,5308
22018,Brélidy,22,53,200067981,CA,222,2201,5306
22019,Bringolo,22,53,200069086,CC,222,2215,5306
22020,Broons,22,53,200068989,CA,221,2202,5304
22021,Brusvily,22,53,200068989,CA,221,2208,5304
22023,Bulat-Pestivien,22,53,200067981,CA,222,2203,5303
22024,Calanhel,22,53,200067981,CA,222,2203,5303
22025,Callac,22,53,200067981,CA,222,2203,5303
22026,Calorguen,22,53,200068989,CA,221,2208,5304
22027,Le Cambout,22,53,200067460,CC,224,2209,5312
22028,Camlez,22,53,200065928,CA,223,2227,5308
22029,Canihuel,22,53,242200715,CC,222,2223,5303
22030,Caouënnec-Lanvézéac,22,53,200065928,CA,223,2201,5308
22031,Carnoët,22,53,200067981,CA,222,2203,5303
22032,Caulnes,22,53,200068989,CA,221,2202,5304
22033,Caurel,22,53,200067460,CC,224,2210,5312
22034,Cavan,22,53,200065928,CA,223,2201,5308
22035,Les Champs-Géraux,22,53,200068989,CA,221,2208,5304
22036,La Chapelle-Blanche,22,53,200068989,CA,221,2202,5304
22037,La Chapelle-Neuve,22,53,200067981,CA,222,2203,5306
22039,La Chèze,22,53,200067460,CC,224,2209,5312
22040,Coadout,22,53,200067981,CA,222,2203,5306
22041,Coatascorn,22,53,200065928,CA,223,2201,5306
22042,Coatréven,22,53,200065928,CA,223,2227,5308
22043,Coëtlogon,22,53,200067460,CC,224,2209,5312
22044,Coëtmieux,22,53,200069391,CA,224,2206,5307
22045,Cohiniac,22,53,200069086,CC,222,2215,5316
22046,Le Mené,22,53,200067460,CC,224,2216,5307
22047,Corlay,22,53,200067460,CC,224,2210,5303
22048,Corseul,22,53,200068989,CA,221,2214,5304
22049,Créhen,22,53,200068989,CA,221,2214,5304
22050,Dinan,22,53,200068989,CA,221,2204,5304
22052,Duault,22,53,200067981,CA,222,2203,5303
22053,Éréac,22,53,200069391,CA,224,2202,5304
22054,Erquy,22,53,200069391,CA,224,2217,5307
22055,Binic-Étables-sur-Mer,22,53,200069409,CA,224,2222,5316
22056,Évran,22,53,200068989,CA,221,2208,5304
22057,Le Faouët,22,53,200069086,CC,222,2222,5306
22059,Le Fœil,22,53,200069409,CA,224,2215,5316
22060,Gausson,22,53,200067460,CC,224,2210,5316
22061,Glomel,22,53,242200715,CC,222,2223,5303
22062,Gomené,22,53,200067460,CC,224,2202,5307
22063,Gommenec'h,22,53,200069086,CC,222,2222,5306
22064,Gouarec,22,53,242200715,CC,222,2223,5303
22065,Goudelin,22,53,200069086,CC,222,2205,5306
22067,Grâces,22,53,200067981,CA,222,2205,5306
22068,Grâce-Uzel,22,53,200067460,CC,224,2210,5312
22069,Guenroc,22,53,200068989,CA,221,2202,5304
22070,Guingamp,22,53,200067981,CA,222,2205,5306
22071,Guitté,22,53,200068989,CA,221,2202,5304
22072,Gurunhuel,22,53,200067981,CA,222,2203,5306
22073,La Harmoye,22,53,200069409,CA,224,2215,5316
22074,Le Haut-Corlay,22,53,200067460,CC,224,2210,5303
22075,Hémonstoir,22,53,200067460,CC,224,2210,5312
