code_insee,libelle_commune,code_dept,code_region,code_epci,nature_epci,code_arrondissement,code_canton_ville,code_zone_emploi
1001,L'Abergement-Clémenciat,1,84,200069193,CC,12,108,8405
1002,L'Abergement-de-Varey,1,84,240100883,CC,11,101,8405
1004,Ambérieu-en-Bugey,1,84,240100883,CC,11,101,8405
1005,Ambérieux-en-Dombes,1,84,200042497,CC,12,122,8434
1006,Ambléon,1,84,200040350,CC,11,104,8404
1007,Ambronay,1,84,240100883,CC,11,101,8405
1008,Ambutrix,1,84,240100883,CC,11,101,8405
1009,Andert-et-Condon,1,84,200040350,CC,11,104,8404
1010,Anglefort,1,84,200070852,CC,11,110,8416
1011,Apremont,1,84,200042935,CA,14,114,8425
1012,Aranc,1,84,200042935,CA,11,110,8404
1013,Arandas,1,84,240100883,CC,11,101,8405
1014,Arbent,1,84,200042935,CA,14,115,8425
1015,Arboys en Bugey,1,84,200040350,CC,11,104,8404
1016,Arbigny,1,84,200071371,CC,12,117,59
1017,Argis,1,84,240100883,CC,11,101,8405
1019,Armix,1,84,200040350,CC,11,110,8404
1021,Ars-sur-Formans,1,84,200042497,CC,12,122,8434
1022,Artemare,1,84,200040350,CC,11,110,8404
1023,Asnières-sur-Saône,1,84,200071371,CC,12,117,59
1024,Attignat,1,84,200071751,CA,12,102,8405
1025,Bâgé-Dommartin,1,84,200071371,CC,12,117,59
1026,Bâgé-le-Châtel,1,84,200071371,CC,12,117,59
1027,Balan,1,84,240100610,CC,12,112,8421
1028,Baneins,1,84,200069193,CC,12,122,8434
1029,Beaupont,1,84,200071751,CA,12,118,8405
1030,Beauregard,1,84,200042497,CC,12,121,8434
1031,Bellignat,1,84,200042935,CA,14,114,8425
1032,Béligneux,1,84,240100610,CC,12,112,8421
1033,Valserhône,1,84,240100891,CC,14,103,8416
1034,Belley,1,84,200040350,CC,11,104,8404
1035,Belleydoux,1,84,200042935,CA,14,114,8425
1036,Valromey-sur-Séran,1,84,200040350,CC,11,110,8404
1037,Bénonces,1,84,240100883,CC,11,111,8404
1038,Bény,1,84,200071751,CA,12,118,8405
1040,Béréziat,1,84,200071751,CA,12,102,8405
1041,Bettant,1,84,240100883,CC,11,101,8405
1042,Bey,1,84,200070555,CC,12,123,59
1043,Beynost,1,84,240100800,CC,12,113,8421
1044,Billiat,1,84,240100891,CC,14,103,8416
1045,Birieux,1,84,200069193,CC,12,122,8405
1046,Biziat,1,84,200070555,CC,12,123,59
1047,Blyes,1,84,240100883,CC,11,111,8405
1049,La Boisse,1,84,240100610,CC,12,113,8421
1050,Boissey,1,84,200071371,CC,12,117,59
1051,Bolozon,1,84,200042935,CA,14,116,8425
1052,Bouligneux,1,84,200069193,CC,12,122,8405
1053,Bourg-en-Bresse,1,84,200071751,CA,12,199,8405
1054,Bourg-Saint-Christophe,1,84,240100883,CC,11,112,8405
1056,Boyeux-Saint-Jérôme,1,84,200029999,CC,14,116,8405
1057,Boz,1,84,200071371,CC,12,117,59
1058,Brégnier-Cordon,1,84,200040350,CC,11,104,8404
1060,Brénod,1,84,200042935,CA,14,110,8404
1061,Brens,1,84,200040350,CC,11,104,8404
1062,Bressolles,1,84,240100610,CC,12,112,8421
1063,Brion,1,84,200042935,CA,14,114,8425
1064,Briord,1,84,240100883,CC,11,111,8405
1065,Buellas,1,84,200071751,CA,12,102,8405
1066,La Burbanche,1,84,200040350,CC,11,104,8404
1067,Ceignes,1,84,200042935,CA,14,116,8425
1068,Cerdon,1,84,200029999,CC,14,116,8405
1069,Certines,1,84,200071751,CA,12,107,8405
1071,Cessy,1,84,240100750,CA,13,109,8416
1072,Ceyzériat,1,84,200071751,CA,12,107,8405
1073,Ceyzérieu,1,84,200040350,CC,11,104,8404
1074,Chalamont,1,84,200069193,CC,12,107,8405
1075,Chaleins,1,84,200070118,CC,12,122,8434
1076,Chaley,1,84,240100883,CC,11,110,8404
1077,Challes-la-Montagne,1,84,200029999,CC,14,116,8405
1078,Challex,1,84,240100750,CA,13,120,8416
1079,Champagne-en-Valromey,1,84,200040350,CC,11,110,8404
1080,Champdor-Corcelles,1,84,200042935,CA,11,110,8404
1081,Champfromier,1,84,240100891,CC,14,103,8416
1082,Chanay,1,84,240100891,CC,14,103,8416
1083,Chaneins,1,84,200069193,CC,12,122,8434
1084,Chanoz-Châtenay,1,84,200070555,CC,12,123,8405
1085,La Chapelle-du-Châtelard,1,84,200069193,CC,12,108,8405
1087,Charix,1,84,200042935,CA,14,114,8425
1088,Charnoz-sur-Ain,1,84,240100883,CC,11,111,8405
1089,Château-Gaillard,1,84,240100883,CC,11,101,8405
1090,Châtenay,1,84,200069193,CC,12,107,8405
1092,Châtillon-la-Palud,1,84,200069193,CC,12,107,8405
1093,Châtillon-sur-Chalaronne,1,84,200069193,CC,12,108,8405
1094,Chavannes-sur-Reyssouze,1,84,200071371,CC,12,117,59
1095,Nivigne et Suran,1,84,200071751,CA,12,118,8405
1096,Chaveyriat,1,84,200070555,CC,12,123,8405
1098,Chazey-Bons,1,84,200040350,CC,11,104,8404
1099,Chazey-sur-Ain,1,84,240100883,CC,11,111,8405
1100,Cheignieu-la-Balme,1,84,200040350,CC,11,104,8404
1101,Chevillard,1,84,200042935,CA,14,110,8425
1102,Chevroux,1,84,200071371,CC,12,117,59
1103,Chevry,1,84,240100750,CA,13,120,8416
1104,Chézery-Forens,1,84,240100750,CA,13,120,8416
1105,Civrieux,1,84,200042497,CC,12,122,8434
1106,Cize,1,84,200071751,CA,12,118,8405
1107,Cleyzieu,1,84,240100883,CC,11,101,8405
1108,Coligny,1,84,200071751,CA,12,118,8405
1109,Collonges,1,84,240100750,CA,13,120,8416
1110,Colomieu,1,84,200040350,CC,11,104,8404
1111,Conand,1,84,240100883,CC,11,101,8405
1112,Condamine,1,84,200042935,CA,14,110,8425
1113,Condeissiat,1,84,200069193,CC,12,108,8405
1114,Confort,1,84,240100891,CC,14,103,8416
1115,Confrançon,1,84,200071751,CA,12,102,8405
1116,Contrevoz,1,84,200040350,CC,11,104,8404
1117,Conzieu,1,84,200040350,CC,11,104,8404
1118,Corbonod,1,84,200070852,CC,11,110,8416
1121,Corlier,1,84,200042935,CA,11,110,8404
1123,Cormoranche-sur-Saône,1,84,200070555,CC,12,123,59
1124,Cormoz,1,84,200071751,CA,12,118,8405
1125,Corveissiat,1,84,200071751,CA,12,118,8405
1127,Courmangoux,1,84,200071751,CA,12,118,8405
1128,Courtes,1,84,200071751,CA,12,117,8405
1129,Crans,1,84,200069193,CC,12,107,8405
1130,Bresse Vallons,1,84,200071751,CA,12,102,8405
1133,Cressin-Rochefort,1,84,200040350,CC,11,104,8404
1134,Crottet,1,84,200070555,CC,12,123,59
1135,Crozet,1,84,240100750,CA,13,120,8416
1136,Cruzilles-lès-Mépillat,1,84,200070555,CC,12,123,59
1138,Culoz-Béon,1,84,200040350,CC,11,110,8404
1139,Curciat-Dongalon,1,84,200071751,CA,12,117,8405
1140,Curtafond,1,84,200071751,CA,12,102,8405
1141,Cuzieu,1,84,200040350,CC,11,104,8404
1142,Dagneux,1,84,240100610,CC,12,112,8421
1143,Divonne-les-Bains,1,84,240100750,CA,13,109,8416
1145,Dompierre-sur-Veyle,1,84,200071751,CA,12,107,8405
1146,Dompierre-sur-Chalaronne,1,84,200069193,CC,12,108,8405
1147,Domsure,1,84,200071751,CA,12,118,8405
1148,Dortan,1,84,200042935,CA,14,116,8425
1149,Douvres,1,84,240100883,CC,11,101,8405
1150,Drom,1,84,200071751,CA,12,118,8405
1151,Druillat,1,84,200071751,CA,12,107,8405
1152,Échallon,1,84,200042935,CA,14,114,8425
1153,Échenevex,1,84,240100750,CA,13,120,8416
1155,Évosges,1,84,200042935,CA,11,110,8404
1156,Faramans,1,84,240100883,CC,11,112,8421
1157,Fareins,1,84,200042497,CC,12,122,8434
1158,Farges,1,84,240100750,CA,13,120,8416
1159,Feillens,1,84,200071371,CC,12,117,59
1160,Ferney-Voltaire,1,84,240100750,CA,13,119,8416
1162,Flaxieu,1,84,200040350,CC,11,104,8404
1163,Foissiat,1,84,200071751,CA,12,102,8405
1165,Francheleins,1,84,200070118,CC,12,122,8434
1166,Frans,1,84,200042497,CC,12,121,8434
1167,Garnerans,1,84,200070118,CC,12,108,8434
1169,Genouilleux,1,84,200070118,CC,12,108,8434
1170,Béard-Géovreissiat,1,84,200042935,CA,14,114,8425
1171,Géovreisset,1,84,200042935,CA,14,114,8425
1173,Gex,1,84,240100750,CA,13,109,8416
1174,Giron,1,84,240100891,CC,14,103,8416
1175,Gorrevod,1,84,200071371,CC,12,117,59
1177,Grand-Corent,1,84,200071751,CA,12,118,8405
1179,Grièges,1,84,200070555,CC,12,123,59
1180,Grilly,1,84,240100750,CA,13,109,8416
1181,Groissiat,1,84,200042935,CA,14,114,8425
1183,Guéreins,1,84,200070118,CC,12,108,8434
1184,Hautecourt-Romanèche,1,84,200071751,CA,12,118,8405
1185,Plateau d'Hauteville,1,84,200042935,CA,11,110,8404
1187,Haut Valromey,1,84,200040350,CC,11,110,8404
1188,Illiat,1,84,200070118,CC,12,108,8434
1189,Injoux-Génissiat,1,84,240100891,CC,14,103,8416
1190,Innimond,1,84,240100883,CC,11,111,8404
1191,Izenave,1,84,200042935,CA,14,110,8425
1192,Izernore,1,84,200042935,CA,14,116,8425
1193,Izieu,1,84,200040350,CC,11,104,8404
1194,Jassans-Riottier,1,84,200040590,CA,12,121,8434
1195,Jasseron,1,84,200071751,CA,12,118,8405
1196,Jayat,1,84,200071751,CA,12,102,8405
1197,Journans,1,84,200071751,CA,12,107,8405
1198,Joyeux,1,84,240100883,CC,11,112,8405
1199,Jujurieux,1,84,200029999,CC,14,116,8405
1200,Labalme,1,84,200029999,CC,14,116,8405
1202,Lagnieu,1,84,240100883,CC,11,111,8405
1203,Laiz,1,84,200070555,CC,12,123,59
1204,Le Poizat-Lalleyriat,1,84,200042935,CA,14,114,8425
1206,Lantenay,1,84,200042935,CA,14,110,8425
1207,Lapeyrouse,1,84,200069193,CC,12,122,8405
1208,Lavours,1,84,200040350,CC,11,104,8404
1209,Léaz,1,84,240100750,CA,13,120,8416
1210,Lélex,1,84,240100750,CA,13,120,8416
1211,Lent,1,84,200071751,CA,12,107,8405
1212,Lescheroux,1,84,200071751,CA,12,117,8405
1213,Leyment,1,84,240100883,CC,11,111,8405
1214,Leyssard,1,84,200042935,CA,14,116,8425
1215,Surjoux-Lhopital,1,84,240100891,CC,14,103,8416
1216,Lhuis,1,84,240100883,CC,11,111,8404
1219,Lompnas,1,84,240100883,CC,11,111,8405
1224,Loyettes,1,84,240100883,CC,11,111,8421
1225,Lurcy,1,84,200070118,CC,12,122,8434
1227,Magnieu,1,84,200040350,CC,11,104,8404
1228,Maillat,1,84,200042935,CA,14,114,8425
1229,Malafretaz,1,84,200071751,CA,12,102,8405
1230,Mantenay-Montlin,1,84,200071751,CA,12,117,8405
1231,Manziat,1,84,200071371,CC,12,117,59
1232,Marboz,1,84,200071751,CA,12,118,8405
1233,Marchamp,1,84,240100883,CC,11,111,8404
1234,Marignieu,1,84,200040350,CC,11,104,8404
1235,Marlieux,1,84,200069193,CC,12,108,8405
1236,Marsonnas,1,84,200071751,CA,12,102,8405
1237,Martignat,1,84,200042935,CA,14,114,8425
1238,Massieux,1,84,200042497,CC,12,121,8434
1239,Massignieu-de-Rives,1,84,200040350,CC,11,104,8404
1240,Matafelon-Granges,1,84,200042935,CA,14,116,8425
1241,Meillonnas,1,84,200071751,CA,12,118,8405
1242,Mérignat,1,84,200029999,CC,14,116,8405
1243,Messimy-sur-Saône,1,84,200070118,CC,12,122,8434
1244,Meximieux,1,84,240100883,CC,11,112,8405
1245,Bohas-Meyriat-Rignat,1,84,200071751,CA,12,118,8405
1246,Mézériat,1,84,200070555,CC,12,123,8405
1247,Mijoux,1,84,240100750,CA,13,120,8416
1248,Mionnay,1,84,200069193,CC,12,122,8421
1249,Miribel,1,84,240100800,CC,12,113,8421
1250,Misérieux,1,84,200042497,CC,12,121,8434
1252,Mogneneins,1,84,200070118,CC,12,108,8434
1254,Montagnat,1,84,200071751,CA,12,107,8405
1255,Montagnieu,1,84,240100883,CC,11,111,8405
1257,Montanges,1,84,240100891,CC,14,103,8416
1258,Montceaux,1,84,200070118,CC,12,108,8434
1259,Montcet,1,84,200071751,CA,12,102,8405
1260,Le Montellier,1,84,240100883,CC,11,112,8421
1261,Monthieux,1,84,200069193,CC,12,122,8421
1262,Montluel,1,84,240100610,CC,12,112,8421
1263,Montmerle-sur-Saône,1,84,200070118,CC,12,108,8434
1264,Montracol,1,84,200071751,CA,12,102,8405
1265,Montréal-la-Cluse,1,84,200042935,CA,14,114,8425
1266,Montrevel-en-Bresse,1,84,200071751,CA,12,102,8405
1267,Nurieux-Volognat,1,84,200042935,CA,14,116,8425
1268,Murs-et-Gélignieux,1,84,200040350,CC,11,104,8404
1269,Nantua,1,84,200042935,CA,14,114,8425
1272,Neuville-les-Dames,1,84,200069193,CC,12,108,8405
1273,Neuville-sur-Ain,1,84,200029999,CC,14,116,8405
1274,Les Neyrolles,1,84,200042935,CA,14,114,8425
1275,Neyron,1,84,240100800,CC,12,113,8421
1276,Niévroz,1,84,240100610,CC,12,113,8421
1277,Nivollet-Montgriffon,1,84,240100883,CC,11,101,8404
1279,Oncieu,1,84,240100883,CC,11,101,8405
1280,Ordonnaz,1,84,240100883,CC,11,111,8404
1281,Ornex,1,84,240100750,CA,13,119,8416
1282,Outriaz,1,84,200042935,CA,14,110,8425
1283,Oyonnax,1,84,200042935,CA,14,115,8425
1284,Ozan,1,84,200071371,CC,12,117,59
1285,Parcieux,1,84,200042497,CC,12,121,8434
1286,Parves et Nattages,1,84,200040350,CC,11,104,8404
1288,Péron,1,84,240100750,CA,13,120,8416
1289,Péronnas,1,84,200071751,CA,12,106,8405
1290,Pérouges,1,84,240100883,CC,11,112,8405
1291,Perrex,1,84,200070555,CC,12,123,59
1293,Peyriat,1,84,200042935,CA,14,116,8425
1294,Peyrieu,1,84,200040350,CC,11,104,8404
1295,Peyzieux-sur-Saône,1,84,200070118,CC,12,108,8434
1296,Pirajoux,1,84,200071751,CA,12,118,8405
1297,Pizay,1,84,240100610,CC,12,112,8421
1298,Plagne,1,84,240100891,CC,14,103,8416
1299,Le Plantay,1,84,200069193,CC,12,107,8405
1301,Polliat,1,84,200071751,CA,12,102,8405
1302,Pollieu,1,84,200040350,CC,11,104,8404
1303,Poncin,1,84,200029999,CC,14,116,8405
1304,Pont-d'Ain,1,84,200029999,CC,14,116,8405
1305,Pont-de-Vaux,1,84,200071371,CC,12,117,59
1306,Pont-de-Veyle,1,84,200070555,CC,12,123,59
1307,Port,1,84,200042935,CA,14,114,8425
1308,Pougny,1,84,240100750,CA,13,120,8416
1309,Pouillat,1,84,200071751,CA,12,118,8405
1310,Prémeyzel,1,84,200040350,CC,11,104,8404
1311,Prémillieu,1,84,200042935,CA,11,110,8404
1313,Prévessin-Moëns,1,84,240100750,CA,13,119,8416
1314,Priay,1,84,200029999,CC,14,116,8405
1317,Ramasse,1,84,200071751,CA,12,118,8405
1318,Rancé,1,84,200042497,CC,12,122,8434
1319,Relevant,1,84,200069193,CC,12,122,8405
1320,Replonges,1,84,200071371,CC,12,117,59
1321,Revonnas,1,84,200071751,CA,12,107,8405
1322,Reyrieux,1,84,200042497,CC,12,121,8434
1323,Reyssouze,1,84,200071371,CC,12,117,59
1325,Rignieux-le-Franc,1,84,240100883,CC,11,112,8405
1328,Romans,1,84,200069193,CC,12,108,8405
1329,Rossillon,1,84,200040350,CC,11,104,8404
1330,Ruffieu,1,84,200040350,CC,11,110,8404
1331,Saint-Alban,1,84,200029999,CC,14,116,8405
1332,Saint-André-de-Bâgé,1,84,200071371,CC,12,117,59
1333,Saint-André-de-Corcy,1,84,200069193,CC,12,122,8421
1334,Saint-André-d'Huiriat,1,84,200070555,CC,12,123,59
1335,Saint-André-le-Bouchoux,1,84,200069193,CC,12,108,8405
1336,Saint-André-sur-Vieux-Jonc,1,84,200071751,CA,12,107,8405
1337,Saint-Bénigne,1,84,200071371,CC,12,117,59
1338,Groslée-Saint-Benoit,1,84,200040350,CC,11,104,8404
1339,Saint-Bernard,1,84,200042497,CC,12,121,8434
1342,Sainte-Croix,1,84,240100610,CC,12,112,8421
1343,Saint-Cyr-sur-Menthon,1,84,200070555,CC,12,123,59
1344,Saint-Denis-lès-Bourg,1,84,200071751,CA,12,106,8405
1345,Saint-Denis-en-Bugey,1,84,240100883,CC,11,101,8405
1346,Saint-Didier-d'Aussiat,1,84,200071751,CA,12,102,8405
1347,Saint-Didier-de-Formans,1,84,200042497,CC,12,121,8434
1348,Saint-Didier-sur-Chalaronne,1,84,200070118,CC,12,108,8434
1349,Saint-Éloi,1,84,240100883,CC,11,112,8421
1350,Saint-Étienne-du-Bois,1,84,200071751,CA,12,118,8405
1351,Saint-Étienne-sur-Chalaronne,1,84,200070118,CC,12,108,8434
1352,Saint-Étienne-sur-Reyssouze,1,84,200071371,CC,12,117,59
1353,Sainte-Euphémie,1,84,200042497,CC,12,121,8434
1354,Saint-Genis-Pouilly,1,84,240100750,CA,13,119,8416
1355,Saint-Genis-sur-Menthon,1,84,200070555,CC,12,123,59
1356,Saint-Georges-sur-Renon,1,84,200069193,CC,12,108,8405
1357,Saint-Germain-de-Joux,1,84,240100891,CC,14,103,8416
1358,Saint-Germain-les-Paroisses,1,84,200040350,CC,11,104,8404
1359,Saint-Germain-sur-Renon,1,84,200069193,CC,12,108,8405
1360,Saint-Jean-de-Gonville,1,84,240100750,CA,13,120,8416
1361,Saint-Jean-de-Niost,1,84,240100883,CC,11,111,8421
1362,Saint-Jean-de-Thurigneux,1,84,200042497,CC,12,122,8434
1363,Saint-Jean-le-Vieux,1,84,200029999,CC,14,116,8405
1364,Saint-Jean-sur-Reyssouze,1,84,200071751,CA,12,117,8405
1365,Saint-Jean-sur-Veyle,1,84,200070555,CC,12,123,59
1366,Sainte-Julie,1,84,240100883,CC,11,111,8405
1367,Saint-Julien-sur-Reyssouze,1,84,200071751,CA,12,117,8405
1368,Saint-Julien-sur-Veyle,1,84,200070555,CC,12,123,8405
1369,Saint-Just,1,84,200071751,CA,12,107,8405
1370,Saint-Laurent-sur-Saône,1,84,200070308,CA,12,123,59
1371,Saint-Marcel,1,84,200069193,CC,12,122,8421
1372,Saint-Martin-de-Bavel,1,84,200040350,CC,11,104,8404
1373,Saint-Martin-du-Frêne,1,84,200042935,CA,14,114,8425
1374,Saint-Martin-du-Mont,1,84,200071751,CA,12,107,8405
1375,Saint-Martin-le-Châtel,1,84,200071751,CA,12,102,8405
1376,Saint-Maurice-de-Beynost,1,84,240100800,CC,12,113,8421
1378,Saint-Maurice-de-Gourdans,1,84,240100883,CC,11,111,8421
1379,Saint-Maurice-de-Rémens,1,84,240100883,CC,11,101,8405
1380,Saint-Nizier-le-Bouchoux,1,84,200071751,CA,12,117,8405
1381,Saint-Nizier-le-Désert,1,84,200069193,CC,12,107,8405
1382,Sainte-Olive,1,84,200069193,CC,12,122,8434
1383,Saint-Paul-de-Varax,1,84,200069193,CC,12,108,8405
1384,Saint-Rambert-en-Bugey,1,84,240100883,CC,11,101,8405
1385,Saint-Rémy,1,84,200071751,CA,12,106,8405
1386,Saint-Sorlin-en-Bugey,1,84,240100883,CC,11,111,8405
1387,Saint-Sulpice,1,84,200071751,CA,12,102,8405
1388,Saint-Trivier-de-Courtes,1,84,200071751,CA,12,117,8405
1389,Saint-Trivier-sur-Moignans,1,84,200069193,CC,12,122,8434
1390,Saint-Vulbas,1,84,240100883,CC,11,111,8405
1391,Salavre,1,84,200071751,CA,12,118,8405
1392,Samognat,1,84,200042935,CA,14,116,8425
1393,Sandrans,1,84,200069193,CC,12,108,8405
1396,Sault-Brénaz,1,84,240100883,CC,11,111,8405
1397,Sauverny,1,84,240100750,CA,13,109,8416
1398,Savigneux,1,84,200042497,CC,12,122,8434
1399,Ségny,1,84,240100750,CA,13,120,8416
1400,Seillonnaz,1,84,240100883,CC,11,111,8405
1401,Sergy,1,84,240100750,CA,13,120,8416
1402,Sermoyer,1,84,200071371,CC,12,117,59
1403,Serrières-de-Briord,1,84,240100883,CC,11,111,8405
1404,Serrières-sur-Ain,1,84,200029999,CC,14,116,8405
1405,Servas,1,84,200071751,CA,12,107,8405
1406,Servignat,1,84,200071751,CA,12,117,8405
1407,Seyssel,1,84,200070852,CC,11,110,8416
1408,Simandre-sur-Suran,1,84,200071751,CA,12,118,8405
1410,Sonthonnax-la-Montagne,1,84,200042935,CA,14,116,8425
1411,Souclin,1,84,240100883,CC,11,111,8405
1412,Sulignat,1,84,200069193,CC,12,108,8405
1415,Talissieu,1,84,200040350,CC,11,110,8404
1416,Tenay,1,84,240100883,CC,11,110,8405
1418,Thil,1,84,240100800,CC,12,113,8421
1419,Thoiry,1,84,240100750,CA,13,120,8416
1420,Thoissey,1,84,200070118,CC,12,108,8434
1421,Torcieu,1,84,240100883,CC,11,101,8405
1422,Tossiat,1,84,200071751,CA,12,107,8405
1423,Toussieux,1,84,200042497,CC,12,121,8434
1424,Tramoyes,1,84,240100800,CC,12,113,8421
1425,La Tranclière,1,84,200071751,CA,12,107,8405
1426,Val-Revermont,1,84,200071751,CA,12,118,8405
1427,Trévoux,1,84,200042497,CC,12,121,8434
1428,Valeins,1,84,200069193,CC,12,108,8434
1429,Vandeins,1,84,200071751,CA,12,102,8405
1430,Varambon,1,84,200029999,CC,14,116,8405
1431,Vaux-en-Bugey,1,84,240100883,CC,11,101,8405
1432,Verjon,1,84,200071751,CA,12,118,8405
1433,Vernoux,1,84,200071751,CA,12,117,8405
1434,Versailleux,1,84,200069193,CC,12,107,8405
1435,Versonnex,1,84,240100750,CA,13,109,8416
1436,Vesancy,1,84,240100750,CA,13,109,8416
1437,Vescours,1,84,200071751,CA,12,117,8405
1439,Vésines,1,84,200071371,CC,12,117,59
1441,Vieu-d'Izenave,1,84,200042935,CA,14,110,8425
1443,Villars-les-Dombes,1,84,200069193,CC,12,122,8405
1444,Villebois,1,84,240100883,CC,11,111,8405
1445,Villemotier,1,84,200071751,CA,12,118,8405
1446,Villeneuve,1,84,200042497,CC,12,122,8434
1447,Villereversure,1,84,200071751,CA,12,118,8405
1448,Villes,1,84,240100891,CC,14,103,8416
1449,Villette-sur-Ain,1,84,200069193,CC,12,107,8405
1450,Villieu-Loyes-Mollon,1,84,240100883,CC,11,111,8405
1451,Viriat,1,84,200071751,CA,12,105,8405
1452,Virieu-le-Grand,1,84,200040350,CC,11,104,8404
1453,Arvière-en-Valromey,1,84,200040350,CC,11,110,8404
1454,Virignin,1,84,200040350,CC,11,104,8404
1456,Vongnes,1,84,200040350,CC,11,104,8404
1457,Vonnas,1,84,200070555,CC,12,123,59
2001,Abbécourt,2,32,200071785,CA,22,203,3220
2002,Achery,2,32,200071785,CA,22,218,3220
2003,Acy,2,32,240200477,CA,24,217,3221
2004,Agnicourt-et-Séchelles,2,32,240200469,CC,22,211,3214
2005,Aguilcourt,2,32,240200576,CC,22,206,3214
2006,Aisonville-et-Bernoville,2,32,200071983,CC,25,207,3220
2007,Aizelles,2,32,240200592,CC,22,206,3214
2008,Aizy-Jouy,2,32,240200501,CC,24,205,3221
2009,Alaincourt,2,32,200040426,CC,23,212,3220
2010,Allemant,2,32,240200501,CC,24,205,3221
2011,Ambleny,2,32,200071991,CC,24,220,3221
2012,Ambrief,2,32,240200519,CC,24,221,3221
2013,Amifontaine,2,32,240200576,CC,22,206,3214
2014,Amigny-Rouy,2,32,200071785,CA,22,203,3220
2015,Ancienville,2,32,200071991,CC,24,221,3221
2016,Andelain,2,32,200071785,CA,22,218,3220
2017,Anguilcourt-le-Sart,2,32,200071785,CA,22,218,3220
2018,Anizy-le-Grand,2,32,200071769,CC,22,209,3214
2019,Annois,2,32,200071892,CA,23,212,3220
2020,Any-Martin-Rieux,2,32,240200600,CC,25,208,3217
2021,Archon,2,32,240200634,CC,25,219,3214
2022,Arcy-Sainte-Restitue,2,32,240200519,CC,24,221,3209
2023,Armentières-sur-Ourcq,2,32,200072031,CA,21,221,3209
2024,Arrancy,2,32,200043495,CA,22,210,3214
2025,Artemps,2,32,200071892,CA,23,212,3220
2027,Assis-sur-Serre,2,32,240200469,CC,22,211,3214
2028,Athies-sous-Laon,2,32,200043495,CA,22,210,3214
2029,Attilly,2,32,240200493,CC,23,213,3220
2030,Aubencheul-aux-Bois,2,32,240200493,CC,23,201,3220
2031,Aubenton,2,32,240200600,CC,25,208,3217
2032,Aubigny-aux-Kaisnes,2,32,200071892,CA,23,212,3220
2033,Aubigny-en-Laonnois,2,32,240200592,CC,22,206,3214
2034,Audignicourt,2,32,200071991,CC,24,220,3221
2035,Audigny,2,32,200071983,CC,25,207,3220
2036,Augy,2,32,240200501,CC,24,205,3221
2037,Aulnois-sous-Laon,2,32,200043495,CA,22,209,3214
2038,Les Autels,2,32,240200634,CC,25,219,3214
2039,Autremencourt,2,32,240200469,CC,22,211,3214
2040,Autreppes,2,32,240200444,CC,25,219,3217
2041,Autreville,2,32,200071785,CA,22,203,3220
2042,Azy-sur-Marne,2,32,200072031,CA,21,204,3209
2043,Bagneux,2,32,240200477,CA,24,216,3221
2044,Bancigny,2,32,240200444,CC,25,219,3214
2046,Barenton-Bugny,2,32,240200469,CC,22,211,3214
2047,Barenton-Cel,2,32,240200469,CC,22,211,3214
2048,Barenton-sur-Serre,2,32,240200469,CC,22,211,3214
2049,Barisis-aux-Bois,2,32,200071769,CC,22,220,3220
2050,Barzy-en-Thiérache,2,32,240200444,CC,25,207,3217
2051,Barzy-sur-Marne,2,32,200072031,CA,21,204,3209
2052,Bassoles-Aulers,2,32,200071769,CC,22,209,3221
2053,Vallées en Champagne,2,32,200072031,CA,21,204,3209
2054,Bazoches-et-Saint-Thibaut,2,32,240200501,CC,24,205,3221
2055,Beaumé,2,32,240200600,CC,25,208,3217
2056,Beaumont-en-Beine,2,32,200071785,CA,22,203,3220
2057,Beaurevoir,2,32,240200493,CC,23,201,3220
2058,Beaurieux,2,32,240200592,CC,22,206,3214
2059,Beautor,2,32,200071785,CA,22,218,3220
2060,Beauvois-en-Vermandois,2,32,240200493,CC,23,213,3220
2061,Becquigny,2,32,240200493,CC,23,201,3220
2062,Belleau,2,32,200072031,CA,21,202,3209
2063,Bellenglise,2,32,240200493,CC,23,201,3220
2064,Belleu,2,32,240200477,CA,24,217,3221
2065,Bellicourt,2,32,240200493,CC,23,201,3220
2066,Benay,2,32,200040426,CC,23,212,3220
2067,Bergues-sur-Sambre,2,32,240200444,CC,25,207,3217
2068,Berlancourt,2,32,240200444,CC,25,211,3214
2069,Berlise,2,32,240200634,CC,25,219,3214
2070,Bernot,2,32,200071983,CC,25,207,3220
2071,Berny-Rivière,2,32,200071991,CC,24,220,3221
2072,Berrieux,2,32,240200592,CC,22,206,3214
2073,Berry-au-Bac,2,32,240200576,CC,22,206,3214
2074,Bertaucourt-Epourdon,2,32,200071785,CA,22,218,3214
2075,Berthenicourt,2,32,200040426,CC,23,212,3220
2076,Bertricourt,2,32,240200576,CC,22,206,3214
2078,Besmé,2,32,200071769,CC,22,220,3221
2079,Besmont,2,32,240200600,CC,25,208,3217
2080,Besny-et-Loizy,2,32,200043495,CA,22,209,3214
2081,Béthancourt-en-Vaux,2,32,200071785,CA,22,203,3220
2082,Beugneux,2,32,240200519,CC,24,221,3209
2083,Beuvardes,2,32,200072031,CA,21,205,3209
2084,Bézu-le-Guéry,2,32,240200584,CC,21,204,3209
2085,Bézu-Saint-Germain,2,32,200072031,CA,21,202,3209
2086,Bichancourt,2,32,200071785,CA,22,220,3220
2087,Bieuxy,2,32,200071991,CC,24,220,3221
2088,Bièvres,2,32,200043495,CA,22,210,3214
